nome_empresa,website,telefone,endereco,rating,reviews,source,segmento,cidade,estado,email,v2_score,predicted_score,enrichment_status,decision_makers_apollo,apollo_emails,decision_makers,decision_makers_emails
Dental Expresso,,+55 71 98704-9414,"R. Nova de São Bento, 33 - Nazaré, Salvador - BA, 40040-010, Brazil",5.0,1.0,Google Places Advanced,,,,,,,,,,,
Dental Ferreira,https://www.instagram.com/dentalferreira/,+55 62 3223-0502,"Av.Dr.Irani Alves Ferreira, 264 Quadra 73-A Lote 10 - St. Aeroporto, Goiânia - GO, 74075-290, Brazil",4.9,8.0,Google Places Advanced,,,,,,,,,,,
Dental Fluor Produtos Odontológicos,https://www.dentalfluor.com/,+55 21 3325-7000,"Av. das Américas, 3939 - Bl. 2 Sala 211 - Barra da Tijuca, Rio de Janeiro - RJ, 22631-003, Brazil",4.9,17.0,Google Places Advanced,,,,,,,,,,,
Dental Fort,,+55 31 98661-4062,"Rua dos Tupis, 457 - Sala 901 - Centro, Belo Horizonte - MG, 30190-060, Brazil",4.9,27.0,Google Places Advanced,,,,,,,,,,,
Dental Free - Centro de distribuição,http://www.dentalfree.com.br/,+55 31 3201-8302,"Av. Barbacena, 91 - Barro Preto, Belo Horizonte - MG, 30190-008, Brazil",4.4,59.0,Google Places Advanced,,,,,,,,,,,
Dental Free - Produtos Odontológicos,https://www.dentalfree.com.br/,+55 31 3201-8302,"Av. Augusto de Lima, 2010 - Barro Preto, Belo Horizonte - MG, 30190-008, Brazil",5.0,1.0,Google Places Advanced,,,,,,,,,,,
Dental Futuro - Produtos Odontológicos,,+55 61 99284-7788,"Shopping Conjunto Nacional Sala 4004/4006 - Asa Norte, Brasília - DF, 70077-900, Brazil",5.0,26.0,Google Places Advanced,,,,,,,,,,,
Dental Globo,https://dentalglobo.net/,+55 62 3294-4737,"R. Guimarães Lima, 413 - Qd 22 Lt 01 - Vila Rosa, Goiânia - GO, 74843-580, Brazil",4.3,14.0,Google Places Advanced,,,,,,,,,,,
Dental Goiânia,http://www.dentalgoiania.com.br/contato.php,+55 62 3224-6539,"R. 9-A, 751 - St. Aeroporto, Goiânia - GO, 74075-250, Brazil",4.3,9.0,Google Places Advanced,,,,,,,,,,,
Dental Golden,http://www.dentalgolden.com.br/,+55 61 3052-9850,"SCS Quadra 5 Bloco B Lote 74 (Centro Comercial Amazonas - SCS Q. 5 - Asa Sul, Brasília - DF, 70300-908, Brazil",4.8,20.0,Google Places Advanced,,,,,,,,,,,
Dental Hirel Ltda,https://www.dentalhirel.com.br/,+55 31 3226-6909,"R. Muzambinho, 598 - Serra, Belo Horizonte - MG, 30210-530, Brazil",5.0,33.0,Google Places Advanced,,,,,,,,,,,
Dental Ideal,,+55 19 3775-9660,"R. da Abolição, 1844 - Pte. Preta, Campinas - SP, 13041-445, Brazil",3.4,17.0,Google Places Advanced,,,,,,,,,,,
Dental Itália,,+55 62 99974-9192,"Av. Itália, 1182 - Jardim Europa, Goiânia - GO, 74325-110, Brazil",5.0,4.0,Google Places Advanced,,,,,,,,,,,
Dental LL Materiais Odontológicos,,+55 47 3028-9066,"Av. Cel. Procópio Gomes, 548 - Bucarein, Joinville - SC, 89202-300, Brazil",4.4,49.0,Google Places Advanced,,,,,,,,,,,
Dental Life DF,http://www.dentallifedf.com/,+55 61 3222-1922,"Lote 09 - Loja 01 - Rua 07 - Polo de Modas - Guará II QE 40 - Guará, Brasília - DF, 71070-172, Brazil",2.3,46.0,Google Places Advanced,,,,,,,,,,,
Dental Líder Produtos Odontológicos,,+55 61 3321-0405,"SDS BLOCO R EDIFICIO VENÂNCIO V SALA 210 - SHCS - Plano Piloto, Brasília - DF, 70300-000, Brazil",5.0,12.0,Google Places Advanced,,,,,,,,,,,
Dental MAC - Sua mais completa dental.,http://www.dentalmac.com.br/,+55 71 3359-9096,"Av. Antonio C. Magalhães, 34 - Edf. Servicenter - térreo - Itaigara, Salvador - BA, 41800-700, Brazil",4.9,214.0,Google Places Advanced,,,,,,,,,,,
Dental MV,http://www.dentalmv.com.br/,+55 21 3107-7800,"R. dos Estampadores, 298 - Bangu, Rio de Janeiro - RJ, 21820-100, Brazil",4.5,16.0,Google Places Advanced,,,,,,,,,,,
Dental Müller,http://www.dentalmuller.com.br/,+55 51 3228-8527,"R. Gen. Vitorino, 240 - Centro Histórico, Porto Alegre - RS, 90020-171, Brazil",4.4,14.0,Google Places Advanced,,,,,,,,,,,
Dental Nordeste,http://www.dentalmac.com.br/,+55 71 3359-9096,"Av. Antônio Carlos Magalhães, 34 - Pituba, Salvador - BA, 41800-700, Brazil",5.0,4.0,Google Places Advanced,,,,,,,,,,,
Dental Norte Comércio De Produtos Odontológicos,http://www.dentalnortesp.com.br/,+55 11 2991-5600,"R. Salvador Bicudo, 100 - Tucuruvi, São Paulo - SP, 02307-250, Brazil",4.6,32.0,Google Places Advanced,,,,,,,,,,,
Dental OdontoPaz,https://dentalodontopaz.com.br/,+55 21 97091-1534,"R. Dr. Pache de Faria, 7 - Méier, Rio de Janeiro - RJ, 20710-020, Brazil",4.8,91.0,Google Places Advanced,,,,,,,,,,,
Dental Oral Line,https://www.dentaloralline.com.br/,+55 11 3815-3335,"R. Eng. José Valter Seng, 122 - Ferreira, São Paulo - SP, 05522-020, Brazil",4.9,77.0,Google Places Advanced,,,,,,,,,,,
Dental Ortho-Lipe,https://dentalortholipe.com.br/,+55 11 5539-3023,"Rua Vergueiro, 3280 - Vila Mariana, São Paulo - SP, 04102-001, Brazil",5.0,239.0,Google Places Advanced,,,,,,,,,,,
Dental Orthosiso,http://www.orthosiso.com.br/,+55 41 3019-5758,"Rua Riachuelo 90- Galeria Andrade- Ed. Claudia - Conj. 302 - Centro, Curitiba - PR, 80020-250, Brazil",3.4,5.0,Google Places Advanced,,,,,,,,,,,
Dental Orto Dente,http://www.dentalortodente.com.br/,+55 31 3296-5050,"Av. do Contorno, 7197 - Lourdes, Belo Horizonte - MG, 30110-047, Brazil",4.9,343.0,Google Places Advanced,,,,,,,,,,,
Dental Ortocom,,+55 81 99974-0026,"Galeria Santa Sicilia - Av. Eng. Domingos Ferreira, 2215 - Boa Viagem, Recife - PE, 51110-020, Brazil",3.5,6.0,Google Places Advanced,,,,,,,,,,,
Dental PHS,https://www.dentalphs.com.br/,+55 21 2491-3926,"Estrada da Barra da Tijuca, 3912 - Sala 101 - Itanhangá, Rio de Janeiro - RJ, 22641-005, Brazil",4.6,21.0,Google Places Advanced,,,,,,,,,,,
Dental Padrão Distribuidora,https://padraodistribuidora.com/?utm_source=google&utm_medium=gbp&utm_campaign=endpoints&utm_content=dentalpadrao,+55 81 3202-9999,"R.Floriano Peixoto, 308 - São José, Recife - PE, 50020-060, Brazil",4.0,31.0,Google Places Advanced,,,,,,,,,,,
Dental Premium,,+55 62 3251-5109,"Av. Assis Chateaubriand, 1434 - St. Oeste, Goiânia - GO, 74130-015, Brazil",5.0,1.0,Google Places Advanced,,,,,,,,,,,
Dental Premium Comércio de Produtos Odontológicos,,+55 61 3445-1400,"SHCS CRS 514 Bloco C Loja 33 - Asa Sul, Brasília - DF, 70380-550, Brazil",5.0,5.0,Google Places Advanced,,,,,,,,,,,
Dental Proclin,http://www.dentalproclin.com.br/,+55 11 3740-7171,"R. Domingos Simões, 52 - Vila Suzana, São Paulo - SP, 05630-010, Brazil",5.0,122.0,Google Places Advanced,,,,,,,,,,,
Dental Progresso - UN1,http://www.dentalprogresso.com.br/,+55 19 3737-4137,"Av. Orosimbo Maia, 337 - Vila Itapura, Campinas - SP, 13023-001, Brazil",4.5,95.0,Google Places Advanced,,,,,,,,,,,
Dental Progresso SP Produtos Odontológicos,http://www.dentalprogressosp.com.br/,+55 11 2476-3357,"Av. Nova Cantareira, 2087 - Tucuruvi, São Paulo - SP, 02331-003, Brazil",5.0,3.0,Google Places Advanced,,,,,,,,,,,
Dental PromoDental,https://promodental.com.br/,+55 31 3253-3400,"R. Avelino dos Santos, 145 - Nova Esperança, Belo Horizonte - MG, 31230-340, Brazil",4.6,195.0,Google Places Advanced,,,,,,,,,,,
Dental Prosthesis Laboratory,,+55 21 2236-3273,"R. Figueiredo de Magalhães, 286 - Copacabana, Rio de Janeiro - RJ, 22031-010, Brazil",4.3,3.0,Google Places Advanced,,,,,,,,,,,
Dental Pró Dente Distribuidora de Produtos Odontológicos Eireli,,+55 21 99621-3299,"R. Carolina Machado, 530/209 - Madureira, Rio de Janeiro - RJ, 21351-021, Brazil",4.2,10.0,Google Places Advanced,,,,,,,,,,,
Dental RS | Evoluindo com você,https://dentalrs.com/,+55 51 98242-4222,"R. Ramiro Barcelos, 2381 - Floresta, Porto Alegre - RS, 90035-007, Brazil",4.9,15.0,Google Places Advanced,,,,,,,,,,,
Dental Recanto - Produtos Odontológicos,https://dentalrecanto.pedidook.com.br/,+55 61 3081-7491,"Avenida Recanto das Emas, S/N - Q. 201, 02 - Loja 07 - Recanto das Emas, Brasília - DF, 72610-125, Brazil",4.8,5.0,Google Places Advanced,,,,,,,,,,,
Dental Ribeirânia,https://www.dentalribeirania.com.br/,+55 16 98180-2668,"Av. Costábile Romano, 2201 - Box 05 - Ribeirânia, Ribeirão Preto - SP, 14096-385, Brazil",4.8,16.0,Google Places Advanced,,,,,,,,,,,
Dental Ricardo Tanaka,http://www.dentaltanaka.com.br/,+55 19 3241-9411,"R. Advogado Luíz Gama, 1280 - Vila Andrade Neves, Campinas - SP, 13070-717, Brazil",4.3,16.0,Google Places Advanced,,,,,,,,,,,
Dental Rubi Com de Prod Odontológicos,,+55 71 3354-1590,"Av. Antônio Carlos Magalhães, 377 - Itaigara, Salvador - BA, 41825-000, Brazil",3.0,2.0,Google Places Advanced,,,,,,,,,,,
Dental Sales,,+55 71 99731-4724,"Ed Fundação Politécnica - Av. Sete de Setembro, n 400 - Loja 112 - Centro, Salvador - BA, 40060-001, Brazil",5.0,2.0,Google Places Advanced,,,,,,,,,,,
Dental Shalon,http://www.dentalshalon.com.br/,+55 31 3271-9430,"Rua dos Carijós, 424 - 4º Andar - Centro, Belo Horizonte - MG, 30120-901, Brazil",4.6,104.0,Google Places Advanced,,,,,,,,,,,
Dental Soberana - Produtos Odontológicos,https://instagram.com/dental_soberana_?igshid=YmMyMTA2M2Y=,+55 61 3965-1122,"St. M Qnm 18 Conjunto A, 202 - Ceilândia, Brasília - DF, 72210-181, Brazil",3.1,8.0,Google Places Advanced,,,,,,,,,,,
Dental Sorria,https://www.dentalsorria.com.br/,+55 31 3524-8686,"Rua Professor Ziller, 287 - Minas Brasil, Belo Horizonte - MG, 30730-200, Brazil",2.9,104.0,Google Places Advanced,,,,,,,,,,,
Dental Sorriso,http://www.dentalsorrisoltda.com.br/,+55 81 3463-5959,"Av. Eng. Domingos Ferreira, 1653 - Boa Viagem, Recife - PE, 51111-021, Brazil",3.8,42.0,Google Places Advanced,,,,,,,,,,,
Dental Stilo,http://www.dentalstilo.com.br/,+55 11 2295-0202,"R. Melo Peixoto, 567 - Tatuapé, São Paulo - SP, 03070-000, Brazil",4.7,119.0,Google Places Advanced,,,,,,,,,,,
Dental São Paulo Trade Products,http://www.dentalsaopaulo.com.br/,+55 11 94396-5763,"R. Duarte de Azevedo, 284 - sala 64 - Santana, São Paulo - SP, 02036-020, Brazil",5.0,2.0,Google Places Advanced,,,,,,,,,,,
Dental Tiradentes,https://www.dentaltiradentes.com.br/,+55 31 3238-4300,"Rua dos Tupis, 343 - 2 Andar - Centro, Belo Horizonte - MG, 30190-060, Brazil",4.3,123.0,Google Places Advanced,,,,,,,,,,,
Dental Total | Loja de Equipamentos Odontológicos de Alta Qualidade,https://www.dentaltotal.odo.br/,+55 27 98191-2423,"Av. Américo Buaiz, 501 - Enseada do Suá, Vitória - ES, 29050-420, Brazil",3.7,3.0,Google Places Advanced,,,,,,,,,,,
Dental Uniodonto,https://www.facebook.com/dentaluniodontocampinas/,+55 19 99437-5670,"Av. Brasil, 200 - Vila Itapura, Campinas - SP, 13023-075, Brazil",4.0,4.0,Google Places Advanced,,,,,,,,,,,
Dental Universitário Produtos Odontológicos,,+55 62 3218-1314,"Av. Fued José Sebba, 399 - QD 31 LT05 - Setor Leste Universitário, Goiânia - GO, 74603-065, Brazil",3.0,12.0,Google Places Advanced,,,,,,,,,,,
Dental VELOX,https://dentalvelox.com.br/,+55 31 98759-2626,"Av. Gen. Olímpio Mourão Filho, 353 - Planalto, Belo Horizonte - MG, 31720-200, Brazil",5.0,29.0,Google Places Advanced,,,,,,,,,,,
Dental Villas,https://www.instagram.com/dental_villas/,+55 71 3082-3311,"Villas Trade Center - Av. Luiz Tarquínio Pontes, 2580 - Buraquinho, Lauro de Freitas - BA, 42700-000, Brazil",4.0,8.0,Google Places Advanced,,,,,,,,,,,
Dental Vitória,,+55 27 2104-2503,"R. Pres. Lima, 521 - Centro de Vila Velha, Vila Velha - ES, 29100-330, Brazil",4.5,8.0,Google Places Advanced,,,,,,,,,,,
Dental Vix,,+55 27 3225-7599,"Av. Nossa Sra. da Penha, 1495 - Bela Vista, Vitória - ES, 29045-401, Brazil",4.3,4.0,Google Places Advanced,,,,,,,,,,,
Dental Web - Empresa do Grupo Dental Guaíba,https://www.dentalweb.com.br/,+55 51 3083-5100,"R. Gen. Vitorino, 45 - Centro Histórico, Porto Alegre - RS, 90020-171, Brazil",4.8,37.0,Google Places Advanced,,,,,,,,,,,
Dental legal - Produtos odontológicos,https://www.dentallegal.com.br/,+55 61 98100-8681,"SAAN Quadra 1, 680 - sala 104 - SIA, Brasília - DF, 70632-100, Brazil",5.0,28.0,Google Places Advanced,,,,,,,,,,,
DentalClin Odontologia Integrada,https://dentalclinvitoria.meudoutor.com/,+55 27 99899-5913,"R. José Alexandre Buaiz, 190 - Sala 714 - Enseada do Suá, Vitória - ES, 29050-545, Brazil",5.0,11.0,Google Places Advanced,,,,,,,,,,,
DentalPró Materiais e Equipamentos para Próteses Odontológicas,https://www.instagram.com/dentalprosantana/,+55 11 99962-6298,"R. Amaral Gama, 333 - Conj 63 - Santana, São Paulo - SP, 02018-000, Brazil",4.9,100.0,Google Places Advanced,,,,,,,,,,,
Dentalimplantes Curitiba,https://dentalimplantes.com.br/,+55 41 98826-0524,"Rua Emiliano Perneta, 823 - Batel, Curitiba - PR, 80010-050, Brazil",4.9,19.0,Google Places Advanced,,,,,,,,,,,
Dentalshop Brasil,http://www.dentalshop.com.br/,+55 51 3075-5400,"Av. Dr. Sezefredo Azambuja Vieira, 101 - Mal. Rondon, Canoas - RS, 92020-020, Brazil",4.8,515.0,Google Places Advanced,,,,,,,,,,,
Dentatech | Laboratório de Prótese Dentária Fluxo Digital em BH,https://dentatech.com.br/,+55 31 99779-2500,"Av. Paraná, 318 - Centro, Belo Horizonte - MG, 30120-020, Brazil",4.8,5.0,Google Places Advanced,,,,,,,,,,,
Dente Shop,,+55 27 99903-8094,"Avenida Nossa Senhora da Penha, 595 - sala 601 - Torre 1 - Santa Lucia, Vitória - ES, 29056-250, Brazil",4.0,1.0,Google Places Advanced,,,,,,,,,,,
Dentflex - Equipamentos Odontológicos,http://www.dentflex.com.br/,+55 16 2133-0000,"Av. Thomaz Alberto Whately, 670 - Parque Industrial Tanquinho, Ribeirão Preto - SP, 14075-380, Brazil",5.0,7.0,Google Places Advanced,,,,,,,,,,,
Dentiff Dental,http://www.dentiffdental.com.br/,+55 81 99783-2917,"R. Siqueira Campos, 279 - Loja 26 - Santo Antônio, Recife - PE, 50010-010, Brazil",5.0,1.0,Google Places Advanced,,,,,,,,,,,
Dentine,,+55 81 3424-1049,"Av. Dantas Barreto, 240 - Santo Antônio, Recife - PE, 50010-360, Brazil",3.8,8.0,Google Places Advanced,,,,,,,,,,,
Dentista Baiano - Especialista em Implantes Dentários em Salvador,,+55 71 98450-3131,"Av. Vasco da Gama, 2335 - Sala 05 e 06 - Shopping Vasco da Gama, Salvador - BA, 40290-350, Brazil",5.0,228.0,Google Places Advanced,,,,,,,,,,,
"Dentista Dr Ismael Milla, ortodontia, aparelhos, implantes, clareamento dental, cirurgia, canal",,+55 31 3082-4455,"R. São Pedro do Avaí, 280 - sala 02 - Santa Branca, Belo Horizonte - MG, 31565-410, Brazil",4.7,38.0,Google Places Advanced,,,,,,,,,,,
Dentista Porto Alegre | Clínica Dental Center,http://www.dentistaportoalegre.com.br/,+55 51 3225-1122,"R. Gen. Vitorino, 305 - 7 andar - Centro Histórico, Porto Alegre - RS, 90020-171, Brazil",4.9,335.0,Google Places Advanced,,,,,,,,,,,
Dentista da família clínica odontológica dra Tatiana Profiro,,+55 47 99733-4500,"Rua Tuiuti - R. Pica-Pau, 2.350 - sala 4 - Aventureiro, Joinville - SC, 89226-000, Brazil",4.9,123.0,Google Places Advanced,,,,,,,,,,,
Dentoflex M Commerce Industry,https://dentoflex.com.br/,+55 11 2083-4130,"R. Marquês Maricá, 1230 - Sacomã, São Paulo - SP, 04252-000, Brazil",3.7,30.0,Google Places Advanced,,,,,,,,,,,
Dentscler Indústria de Aparelhos Odontológicos Ltda,https://www.dentscler.com.br/,+55 16 3622-6818,"R. Basílio da Gama, 404 - Ipiranga, Ribeirão Preto - SP, 14060-460, Brazil",4.2,10.0,Google Places Advanced,,,,,,,,,,,
Dermatológica - Farmácia de Manipulação em Curitiba,http://www.dermatologica.com.br/,+55 41 3324-4560,"Alameda Dr. Carlos de Carvalho, 517 - Centro, Curitiba - PR, 80430-180, Brazil",4.8,290.0,Google Places Advanced,,,,,,,,,,,
Dersalis,https://dersalis.com.br/,+55 27 99718-0837,"Av. João Batista Parra, 673 - Praia do Suá, Vitória - ES, 29052-123, Brazil",5.0,11.0,Google Places Advanced,,,,,,,,,,,
Descartmed Produtos Hospitalares,,+55 62 3291-4255,"R. 220, 301 - St. Coimbra, Goiânia - GO, 74535-090, Brazil",4.3,22.0,Google Places Advanced,,,,,,,,,,,
Descartáveis em Brasília| Produtos Clinicos| Odontológicos| Estéticos,https://descartaveisembrasilia.com.br/,+55 61 98430-0073,"Q - St. A Sul QSA 20 - Taguatinga Sul (Taguatinga, Brasília - DF, 72015-200, Brazil",5.0,3.0,Google Places Advanced,,,,,,,,,,,
Desematec | Móveis Hospitalares,http://www.desematec.com.br/,+55 47 3337-0879,"R. Vale do Selke Grande, 2730, Pomerode - SC, 89107-000, Brazil",4.8,29.0,Google Places Advanced,,,,,,,,,,,
Deskartec Produtos Médicos e Hospitalares Ltda.,http://www.deskartec.com.br/,+55 27 3325-8545,"Av. Leitão da Silva, 346 - Pav. 101 - Praia do Suá, Vitória - ES, 29052-110, Brazil",4.3,23.0,Google Places Advanced,,,,,,,,,,,
Detalhes Próteses,https://lp.detalhesproteses.com.br/,+55 61 3306-1337,"Edifício Cosmopolitan, Bloco A - R. das Paineiras, 7° andar, SALA 713 - Águas Claras, Brasília - DF, 71918-180, Brazil",5.0,16.0,Google Places Advanced,,,,,,,,,,,
Device Medicina Especializada Eireli,https://device.med.br/,+55 41 3085-2053,"Rua Antônio Martins de Araújo, 37 - Jardim Botânico, Curitiba - PR, 80210-050, Brazil",4.7,10.0,Google Places Advanced,,,,,,,,,,,
Dgrãos Foods Distribuidora Produtos Naturais em São Paulo - Zona Cerealista,http://www.dgraos.com.br/,+55 11 95070-6070,"Rua Benjamim de Oliveira, 103 - Brás, São Paulo - SP, 03006-020, Brazil",5.0,23.0,Google Places Advanced,,,,,,,,,,,
Dgtech Industria e Comercio Ltda,https://dgt.edlo.com.br/,+55 51 3025-3600,"Av. Francisco Silveira Bitencourt, 1225 - Pav. 14 - Sarandi, Porto Alegre - RS, 91150-010, Brazil",,,Google Places Advanced,,,,,,,,,,,
Diagnóstica Rio | Material Médico Hospitalar | Material de Laboratório,https://diagnosticario.com.br/,+55 21 2580-3357,"R. Luís Zancheta, 56 - Sampaio, Rio de Janeiro - RJ, 20970-120, Brazil",4.9,14.0,Google Places Advanced,,,,,,,,,,,
Diamedilh Artigos Médicos e Hospitalares.,http://instagram.com/diamedilh,+55 27 3222-7242,"R. do Rosário, 244 - Loja 08 - Centro, Vitória - ES, 29016-095, Brazil",4.3,6.0,Google Places Advanced,,,,,,,,,,,
Digital Center Lab - Ribeirão Preto,https://www.digitalcenterlab.com.br/,+55 16 3237-7100,"R. Rui Barbosa, 1145 - Sala 112 - Andar 11º - Centro, Ribeirão Preto - SP, 14015-120, Brazil",5.0,4.0,Google Places Advanced,,,,,,,,,,,
Digital Hospitalar,http://www.digitalhospitalar.com.br/,+55 41 99151-1885,"R. João Rodolfo Schlenker, 275 - Loja 1 - Água Verde, Curitiba - PR, 80620-030, Brazil",4.9,128.0,Google Places Advanced,,,,,,,,,,,
Digital Lab Institute,https://digitallabinstitute.com.br/,+55 27 99635-2309,"Condomínio do Edificio London Office Tower - R. José Alexandre Buaiz, 160 - sala 122 - Enseada do Suá, Vitória - ES, 29050-955, Brazil",,,Google Places Advanced,,,,,,,,,,,
Dimebras Comercial Hospitalar,,+55 16 3519-3170,"Rua Paulo de Frontim, 25 - Vila Virginia, Ribeirão Preto - SP, 14030-430, Brazil",5.0,1.0,Google Places Advanced,,,,,,,,,,,
Dinâmica Medical,https://dinamicamedical.com/,+55 62 99802-6060,"Edif Nasa Business Style - Av. 136, 761 - Quadraf-44 Lote 02-e Sala 21 - St. Sul, Goiânia - GO, 74093-250, Brazil",5.0,2.0,Google Places Advanced,,,,,,,,,,,
Dinâmika Soluções,http://www.dinamikasolucoes.com.br/,+55 81 3099-1010,"R. Pinto Júnior, 48 - Prado, Recife - PE, 53140-010, Brazil",5.0,21.0,Google Places Advanced,,,,,,,,,,,
Disk Life Comércio de Produtos Cirúrgicos Ltda,,+55 81 3076-0242,"Estr. do Barbalho, 262A - e 264 - Iputinga, Recife - PE, 50800-290, Brazil",,,Google Places Advanced,,,,,,,,,,,
Dismater Distribuidora de Materiais Hospitalares,http://www.dismater.com.br/,+55 31 3118-0660,"Rua Minerva, 121 - Caiçaras, Belo Horizonte - MG, 30720-580, Brazil",4.0,16.0,Google Places Advanced,,,,,,,,,,,
Dismepe Distribuidora De Medicamentos,https://www.instagram.com/dismepe/,+55 81 3128-7496,"Rua Coronel Fernando Machado, 1352, Galpão 1, 2, 3 - Jardim São Paulo, Recife - PE, 50910-350, Brazil",4.5,8.0,Google Places Advanced,,,,,,,,,,,
Distrib Johnson de Material Médico e Hospitalar,http://www.johnsonrp.com.br/,+55 16 3234-0628,"Av. do Café, 1370 - Vila Tiberio, Ribeirão Preto - SP, 14050-220, Brazil",4.7,19.0,Google Places Advanced,,,,,,,,,,,
Distribui Logística,http://www.distribui.com.br/,+55 19 98281-0807,"Rua Antônio Pinto de Souza, 260 - Chácaras São Martinho, Campinas - SP, 13042-831, Brazil",4.7,41.0,Google Places Advanced,,,,,,,,,,,
Distribuidora AJL Farma,http://www.ajlfarma.com.br/,+55 51 3029-8994,"Av. da Cavalhada, 2156 - Cavalhada, Porto Alegre - RS, 91740-000, Brazil",,,Google Places Advanced,,,,,,,,,,,
Distribuidora Farmacêutica Panarello,,+55 21 2157-2000,"R. do Rocha, 155 - Rocha, Rio de Janeiro - RJ, 20960-090, Brazil",4.0,4.0,Google Places Advanced,,,,,,,,,,,
Distribuidora Hospitalar BH,https://distribuidorahospitalarbh.com.br/,+55 31 99308-9198,"R. Divinolândia de Minas, 211 - Palmares, Belo Horizonte - MG, 31160-660, Brazil",5.0,7.0,Google Places Advanced,,,,,,,,,,,
Distribuidora MedPharma Medicamentos e Produtos para Saúde.,https://www.distribuidoramedpharma.com.br/,+55 11 99599-2942,"Rua: Pernambuco, n° 425 - Centro, São Caetano do Sul - SP, 09521-140, Brazil",5.0,3.0,Google Places Advanced,,,,,,,,,,,
Distribuidora Morumbi de Medicamento,,+55 11 3743-3923,"R. Jandiatuba, 630 - Vila Andrade, São Paulo - SP, 05716-150, Brazil",,,Google Places Advanced,,,,,,,,,,,
Distribuidora Promefarma,http://www.promefarma.com.br/,+55 41 3165-7900,"R. João Amaral de Almeida, 100 - Cidade Industrial de Curitiba, Curitiba - PR, 81170-520, Brazil",4.6,10.0,Google Places Advanced,,,,,,,,,,,
Distribuidora Santa Maria,,+55 81 3092-7990,"R. Coração de Maria, 75 - São José, Recife - PE, 50020-400, Brazil",4.1,18.0,Google Places Advanced,,,,,,,,,,,
Distribuidora de Materiais Hospitalares RJ,https://www.hrmedical.com.br/,+55 21 98997-9878,"Av. Pres. Kennedy, 735 - Sala 815 - Estrela do Norte, São Gonçalo - RJ, 24455-045, Brazil",5.0,3.0,Google Places Advanced,,,,,,,,,,,
Distribuidora de Medicamentos ANB Farma,http://www.anbfarma.com.br/,+55 41 3072-8000,"R. Alcídes Jazar, 520 - Atuba, Pinhais - PR, 83326-070, Brazil",4.3,80.0,Google Places Advanced,,,,,,,,,,,
Distribuidora de Medicamentos Paulo Lima Ldta.,http://pldistribuidora.com.br/,+55 51 3024-8184,"Av. Wenceslau Escobar, 1305 - Vila Assunção, Porto Alegre - RS, 91900-605, Brazil",5.0,3.0,Google Places Advanced,,,,,,,,,,,
Distribuidora de Medicamentos Santa Cruz,http://www.stcruz.com.br/,+55 41 2104-2000,"R. Omilio Monteiro Soares, 2126 - Fanny, Curitiba - PR, 81030-001, Brazil",2.8,34.0,Google Places Advanced,,,,,,,,,,,
Distributor J K Drugs,https://www.jkmedicamentos.com.br/,+55 16 3505-8000,"R. Antônio Moisés Saadi, 235 - Parque Industria, Ribeirão Preto - SP, 14095-230, Brazil",5.0,15.0,Google Places Advanced,,,,,,,,,,,
Distriodonto - Dental Serra - Produtos Odontológicos,https://www.distriodonto.com.br/,+55 27 3441-4803,"Av. Civit, 1253 - Parque Res. Laranjeiras, Serra - ES, 29165-680, Brazil",4.5,6.0,Google Places Advanced,,,,,,,,,,,
Divcom Pharma Produtos Farmacêuticos Nordeste,,+55 800 281 1606,"R. Mario Domingues, 91 - Boa Vista, Recife - PE, 50070-190, Brazil",,,Google Places Advanced,,,,,,,,,,,
Divos Hospitalares - Aluguel de Equipamento Hospitalar,https://www.divoshospitalares.com.br/,+55 47 3278-2923,"R. Ten. Paulo Lopes, 284 - Iririú, Joinville - SC, 89227-690, Brazil",4.7,63.0,Google Places Advanced,,,,,,,,,,,
Dmedic Comércio de Produtos Médicos Hospitalares,,+55 41 3024-5041,"Rua Dr. Brasílio Ferreira da Luz, 394 - Jardim das Américas, Curitiba - PR, 81540-220, Brazil",4.5,2.0,Google Places Advanced,,,,,,,,,,,
Doctor Line,http://www.doctorline.com.br/,+55 27 99670-2885,"Av. Mal. Mascarenhas de Moraes, 2782 - Jesus de Nazareth, Vitória - ES, 29052-015, Brazil",4.3,7.0,Google Places Advanced,,,,,,,,,,,
Domedica Produtos Médicos e Odontológicos,http://www.domedica.com.br/,+55 51 99987-8215,"Av. Otávio Rocha, 40 - conj. 18 - Centro Histórico, Porto Alegre - RS, 90020-150, Brazil",5.0,22.0,Google Places Advanced,,,,,,,,,,,
Dommed Produtos Hospitalares,,+55 71 3393-1058,"Etr da Muriçocas, 9 - Vale dos Lagos, Salvador - BA, 41250-420, Brazil",2.7,3.0,Google Places Advanced,,,,,,,,,,,
Dona Helena Hospital And Maternity,http://www.donahelena.com.br/,+55 47 3451-3333,"R. Blumenau, 123 - América, Joinville - SC, 89204-250, Brazil",3.7,1334.0,Google Places Advanced,,,,,,,,,,,
Dprosmed produtos hospitalares e medicamentos,https://dprosmed.odoo.com/,+55 81 3033-9090,"Av. Prof. Moraes Rego, 571a - Iputinga, Recife - PE, 50670-420, Brazil",4.7,14.0,Google Places Advanced,,,,,,,,,,,
Dr Cleyton Nicoleit,http://www.iotfloripa.com.br/,+55 48 3244-9425,"R. Santos Saraiva, 441 - Estreito, Florianópolis - SC, 88070-100, Brazil",,,Google Places Advanced,,,,,,,,,,,
