Website,Email,Phone,Decision_Maker,LinkedIn_Company,LinkedIn_Person,Lead_Score,Priority
https://www.instagram.com/vitorya_ortopedica/,comercial@www.instagram.com,55 62 98182-2627,Information not publicly available,https://www.linkedin.com/company/vitorya-ortopedica,,70,High
http://www.halexistar.com.br/,sac@halexistar.com.br,55 62 3265-6500,Tiago Salinas Ferreira - CEO and CFO; Paulo Jose de Lara Dante Junior - Diretor,https://www.linkedin.com/company/halexistar/,,70,High
http://www.sunpharma.com/,contato@www.sunpharma.com,55 800 719 9702,Dilip Shanghvi - Executive Chairman; Kirti Ganorkar - Managing Director,https://www.linkedin.com/company/sun-pharmaceutical-industries-limited/,,70,High
http://www.equiplex.com.br/,sac@equiplex.com.br,55 800 701 1103,Heribaldo Egídio da Silva - Presidente,https://www.linkedin.com/company/equiplex-industria-farmaceutica/,,70,High
http://www.onisaude.com.br/,contact@www.onisaude.com.br,55 4007-2669,Dr. Ana Paula dos Reis - CEO,https://www.linkedin.com/company/onisaude/,,70,High
https://grupoemefarma.com.br/,contato@grupoemefarma.com.br,55 21 2187-8900,Jony Anderson Tavares de Sousa - Diretor e Presidente,https://www.linkedin.com/company/emefarma/,,70,High
http://www.roche.com.br/,sales@www.roche.com.br,55 21 3089-2100,"Severin Schwan (CEO), Grupo Roche (CEO)",https://www.linkedin.com/company/roche,,70,High
http://www.redetec.org.br/,sac@www.redetec.org.br,55 21 2123-1068,"Benito Paret - Empresário de Informática, Professor Universitário, dirigente de entidades empresariais, ligado a Rede de Tecnologia do Rio de Janeiro (REDETEC)",https://www.linkedin.com/company/redetec-rio-de-janeiro,,70,High
http://www.indracompany.com/pt-br/pais/brasil,dpo@indra.es,55 21 3184-7595,José Vicente de los Mozos - Chief Executive Officer (CEO),https://www.linkedin.com/company/indra/,,70,High
https://www.dentalfluor.com/,info@www.dentalfluor.com,55 21 3325-7000,Gustavo Santoro - CEO,https://www.linkedin.com/company/dental-fluor-produtos-odontologicos/,,70,High
http://www.bddistribuidora.com.br/,contato@bddistribuidora.com.br,55 21 3936-0854,Nivia Oliveira - CEO,https://www.linkedin.com/company/bd-distribuidora,,70,High
http://athen.as/,vendas@athen.as,55 21 3031-6706,Rogério Magela - CEO,https://www.linkedin.com/company/athenas-tecnologia-em-logistica,,70,High
http://www.ipobrasil.com.br/,atendimentosp@ipobrasil.com.br,55 31 2520-8787,Dr. José André Carvalho - Diretor Clínico (Director) for Unidade Belo Horizonte,https://www.linkedin.com/company/ipo-brasil/,,70,High
http://www.heraonline.com.br/,contato@heraonline.com.br,55 800 606 1410,Bruno Bissoli Lucas - Farmacêutico Responsável,https://www.linkedin.com/company/hera-medicamentos,,70,High
http://www.locamed.com.br/,locamed@locamed.com.br,55 31 3371-6072,Entre Animais (médico),https://www.linkedin.com/company/locamed/,,70,High
https://www.akuramed.com.br/,atendimento01@akuramed.com.br,55 31 3224-0649,José Roberto de Oliveira - CEO,https://www.linkedin.com/company/akura-medicamentos-especiais/,,70,High
https://farmedicon.com.br/,info@farmedicon.com.br,55 31 3365-0322,Marcelo de Souza - CEO,https://www.linkedin.com/company/farmedicon-distribuidora-de-medicamentos,,70,High
http://www.felbra.com.br/,contato@felbra.com.br,55 31 3243-4033,José Carlos Fonseca - CEO,https://www.linkedin.com/company/felbra-distribuidora-de-produtos-farmacêuticos-ltda,,70,High
http://www.visuri.com.br/,atendimento@visuri.com.br,55 31 3498-3114,Carlos Eduardo Visuri - CEO,https://www.linkedin.com/company/visuri-equipamentos-medicos/,,70,High
http://australtecnologia.com.br/,atendimento@australtecnologia.com.br,55 21 2263-0889,Carlos Frederico Ferreira - CEO; Bruno Freire - CEO,https://www.linkedin.com/company/austral-seguradora,,70,High
http://www.prontlife.com.br/,contato@prontlife.com.br,55 21 3900-3166,Sérgio Rodrigues - Co-Founder,https://www.linkedin.com/company/prontlife/,,70,High
https://www.montreal.com.br/,mi.bsb@montreal.com.br,55 21 2291-6116,"Carlos Quintella - Associated with Montre-Micro Tecnologia, a subsidiary of Montreal Informática",https://www.linkedin.com/company/montreal-informatica/,,70,High
https://instagram.com/dental.alfa?igshid=YmMyMTA2M2Y=,contact@instagram.com,55 31 3582-8230,"Information not found for Dental Alfa in Belo Horizonte, MG, Brazil",https://www.linkedin.com/company/dental-alfa,,70,High
https://diagnosticario.com.br/,info@diagnosticario.com.br,55 21 2580-3357,Sergio Theotonio - Senior decision maker (likely CEO or Owner based on management team info),https://www.linkedin.com/company/diagnostica-rio/,,70,High
https://implacil.com.br/,sac@implacil.com.br,55 11 3342-5175,Aluizio Canto - CEO; Kevin Lee - Co-CEO (Osstem),https://www.linkedin.com/company/implacil-osstem/,,70,High
https://dentalortholipe.com.br/,vendas@dentalortholipe.com.br,55 11 5539-3023,Information not publicly available on the website,https://www.linkedin.com/company/dental-ortho-lipe,,70,High
https://dpsodonto.com.br/,vendas@dpsodonto.com.br,55 11 5071-8393,Dr. Eduardo Sampaio - CEO,https://www.linkedin.com/company/dpsodonto/,,70,High
https://www.sinimplantsystem.com.br/,sin@sinimplantsystem.com,55 800 770 8290,Pending regulatory approval - CEO (Henry Schein to acquire S.I.N. Implant System),https://www.linkedin.com/company/sin-implants-system/,,70,High
https://www.implart.com.br/,atendimento@www.implart.com.br,55 11 3262-4750,Dr. Roberto Markarian - Technical Director,https://www.linkedin.com/company/1146259,,70,High
http://www.minasmed.com.br/empresa.php,sac@minasmed.com.br,55 19 3225-9320,Stephen Tulenko - CEO,https://www.linkedin.com/company/minasmed/,,70,High
http://www.starlet.com.br/,atendimento@starlet.com.br,55 11 2973-5873,Ronaldo Armando Paino - Senior Leader / likely Owner or Director,https://www.linkedin.com/company/starlet-instrumentos-cirurgicos/,,70,High
http://www.promedon.com/br,atendimento@promedon.com,55 11 3595-6777,Nicolas Lodola - Chief Executive Officer,https://www.linkedin.com/company/promedon/,,70,High
https://www.isaclin.com.br/,atendimento@www.isaclin.com.br,55 51 99760-3993,Information not publicly available - Senior management details are not listed on the official website.,https://www.linkedin.com/company/isaclin-floresta-produtos-hospitalares,,70,High
http://www.agtech.com.br/,atendimento@www.agtech.com.br,55 11 2578-3934,Ralph Leite - CEO,https://www.linkedin.com/company/agtech-solucoes-em-ti/,,70,High
https://www.metdata.com.br/,contato@metdata.com.br,55 11 2894-1104,Gil Allouche - CEO and Founder,https://www.linkedin.com/company/metadata/,,70,High
http://www.saudeshs.com/,vendas@www.saudeshs.com,55 11 99161-2263,Alexandre Ribeiro - CEO,https://www.linkedin.com/company/shs-health-tech/,,70,High
http://mdscloud.com.br/,contact@mdscloud.com.br,55 11 2577-7899,José Manuel Dias da Fonseca - CEO,https://www.linkedin.com/company/mds-cloud-solutions,,70,High
https://www.software.com.br/,vendas@www.software.com.br,55 11 3665-8550,Rodrigo Villar - CEO,https://www.linkedin.com/company/software-com-br/,,70,High
http://www.log10.com.br/,atendimento.pr@log10.com.br,55 11 3083-1031,Yoni Tserruya - Co-Founder & CEO,https://www.linkedin.com/company/log10/,,70,High
http://www.pfizer.com.br/,contact@www.pfizer.com.br,55 11 5185-8500,"Marta Diez - Country President, Pfizer Brazil; Carlos Murillo - General Manager Latin America, Pfizer (former Brazil head)",https://www.linkedin.com/company/pfizer/,,70,High
http://www.justmedicamentos.com.br/,delivery@justmedicamentos.com.br,55 11 4858-9979,Larissa Kenzo Sampaio Lima (Responsável),https://www.linkedin.com/company/justmed-medicamentos-especiais,,70,High
http://www.natcofarma.com/,sac@natcofarma.com,55 11 4480-7500,Eduardo Rocha - CEO; Mauricio Luiz F Silva - Diretor de Operações and RH,https://www.linkedin.com/company/natcofarma/,,70,High
http://www.opmelog.com.br/,contato@opmelog.com.br,55 11 2306-1000,Michel Goya - CEO; Flavio Chaves de Souza - General Manager,https://www.linkedin.com/company/opme-log,,70,High
