Nome Empresa,Website,Address,Rating,Reviews,Phone,Types,Summary,Source,Search_Query,City_Scope,Keyword_Scope
DentLab - Laboratório de Prótese Dentária Digital,https://dentlab.com.br/,"R. Síria, 20 - Jardim Macedo, Ribeirão Preto - SP, 14091-040, Brazil",5.0,6.0,+55 16 3632-1127,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in São Paulo, SP","São Paulo, SP",Laboratório de Prótese Dentária Digital
Tal lab - Laboratório de Prótese Odontológica,http://www.tallab.com.br/,"Av. Caxingui, 198 - Butantã, São Paulo - SP, 05579-000, Brazil",4.7,23.0,+55 11 91035-7353,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in São Paulo, SP","São Paulo, SP",Laboratório de Prótese Dentária Digital
MS Laboratório Digital,https://www.instagram.com/mslabdigital_/,"R. Iacanga, 1267 - sala 1 - Vila Molon, Americana - SP, 13468-590, Brazil",5.0,39.0,+55 19 99289-5893,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in São Paulo, SP","São Paulo, SP",Laboratório de Prótese Dentária Digital
Laboratório de Prótese Dentaria - CAD CAM em São Paulo,https://www.clinicaformaodonto.com.br/,"Av. do Oratório, 5156 - Jardim Angela (Zona Leste), São Paulo - SP, 03220-300, Brazil",5.0,2.0,+55 11 94014-8088,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in São Paulo, SP","São Paulo, SP",Laboratório de Prótese Dentária Digital
PROLAB Laboratório de Prótese Dentária,https://www.prolabdigitalcad.com/,"Av. do Oratório, 5156 - Jardim Guairaca, São Paulo - SP, 03220-300, Brazil",5.0,6.0,+55 11 94014-8088,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in São Paulo, SP","São Paulo, SP",Laboratório de Prótese Dentária Digital
Prolab Laboratorio de Protese Dentaria,,"R. Eng. Fox, 438 - Lapa de Baixo, São Paulo - SP, 05069-020, Brazil",5.0,1.0,+55 11 3713-3880,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in São Paulo, SP","São Paulo, SP",Laboratório de Prótese Dentária Digital
ExclusiveDent - Laboratório de Próteses Dentárias,http://www.exclusivedent.com.br/,"R. Lourenço Dalto, 54 - Vila Yolanda, Osasco - SP, 06126-160, Brazil",5.0,19.0,+55 11 97276-3109,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in São Paulo, SP","São Paulo, SP",Laboratório de Prótese Dentária Digital
UniCad - Central de Usinagem de Prótese,http://www.unicad.com.br/,"R. Dep. Lacerda Franco, 300 - Pinheiros, São Paulo - SP, 05418-000, Brazil",4.8,68.0,+55 11 98127-6517,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in São Paulo, SP","São Paulo, SP",Laboratório de Prótese Dentária Digital
Ero Protese,http://eroprotese.com.br/,"R. Alm. Pereira Guimarães, 127 - Pacaembu, São Paulo - SP, 01250-001, Brazil",5.0,23.0,+55 11 97128-1018,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in São Paulo, SP","São Paulo, SP",Laboratório de Prótese Dentária Digital
VS Laboratorio de Protese Dentaria Digital e Analógico,http://wa.me/5511951205425,"R. Adelaide Braga Negrelli, 81 - Parque Munhoz, São Paulo - SP, 05782-350, Brazil",,,+55 11 95120-5425,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in São Paulo, SP","São Paulo, SP",Laboratório de Prótese Dentária Digital
Laboratório de Protése Dentária em São paulo - ArtisDente,https://artisdente.com/contato/,"Av. Nove de Julho, 3446 - Jardim Paulista, São Paulo - SP, 01406-000, Brazil",5.0,1.0,+55 11 3085-5278,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in São Paulo, SP","São Paulo, SP",Laboratório de Prótese Dentária Digital
"RC Lab- Prótese Dental, Fluxo digital",,"R. Augusta, 2676 - cj 202 - Jardins, São Paulo - SP, 04113-000, Brazil",,,+55 11 96405-6239,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in São Paulo, SP","São Paulo, SP",Laboratório de Prótese Dentária Digital
ItechMed,http://itechmed.com.br/,"R. Carneiro da Cunha, 167 - 10o Andar - Conjunto 109 - Vila da Saúde, São Paulo - SP, 04144-000, Brazil",5.0,2.0,+55 11 5071-2286,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in São Paulo, SP","São Paulo, SP",Empresa de Tecnologia em Saúde
Agtech Soluções em Tecnologia,http://www.agtech.com.br/,"R. Pereira Estéfano, 114 - Vila da Saúde, São Paulo - SP, 04144-000, Brazil",4.7,9.0,+55 11 2578-3934,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in São Paulo, SP","São Paulo, SP",Empresa de Tecnologia em Saúde
IMF Tecnologia P Saúde,,"R. Itapeva, 202 - Bela Vista, São Paulo - SP, 01043-000, Brazil",5.0,1.0,+55 11 3263-0319,"medical_lab, health, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in São Paulo, SP","São Paulo, SP",Empresa de Tecnologia em Saúde
Intralab Tecnologia Ltda,http://www.intralab.com.br/,"R. Gen. Camisão, 179 - Vila da Saúde, São Paulo - SP, 04143-040, Brazil",5.0,1.0,+55 11 4063-8871,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in São Paulo, SP","São Paulo, SP",Empresa de Tecnologia em Saúde
iFractal Tecnologia Para Ser Humano,https://www.ifractal.com.br/,"Condomínio Edifício Paineiras - R. Fiação da Saúde, 145 - Vila da Saúde, São Paulo - SP, 04144-020, Brazil",4.4,18.0,+55 11 5070-1799,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in São Paulo, SP","São Paulo, SP",Empresa de Tecnologia em Saúde
"UDS Tecnologia | Desenvolvimento de Software, Consultoria Cloud e Recrutamento de TI",https://uds.com.br/,"Av. Paulista, 726 - 17º andar - Bela Vista, São Paulo - SP, 01310-100, Brazil",4.2,10.0,+55 44 3033-6650,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in São Paulo, SP","São Paulo, SP",Empresa de Tecnologia em Saúde
DS2U Tecnologia,http://ds2u.com.br/,"R. Apotribu, 139 - Sala 32 - Vila da Saúde, São Paulo - SP, 04302-000, Brazil",5.0,7.0,+55 11 3136-0949,"consultant, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in São Paulo, SP","São Paulo, SP",Empresa de Tecnologia em Saúde
Touch Tecnologia e Informática Ltda,,"R. Gomes de Carvalho, 1666 - Itaim Bibi, São Paulo - SP, 04547-006, Brazil",4.8,15.0,+55 11 3846-5555,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in São Paulo, SP","São Paulo, SP",Empresa de Tecnologia em Saúde
Solutis Tecnologia,http://www.solutis.com.br/,"Praça da Árvore - Mirandópolis, São Paulo - SP, 09751-340, Brazil",5.0,2.0,+55 11 3018-1845,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in São Paulo, SP","São Paulo, SP",Empresa de Tecnologia em Saúde
TEB Tecnologia Eletrônica Brasileira,http://teb.com.br/,"Av. Diederichsen, 1057 - Vila Guarani (Zona Sul), São Paulo - SP, 04310-000, Brazil",5.0,5.0,+55 11 5018-8855,"health, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in São Paulo, SP","São Paulo, SP",Empresa de Tecnologia em Saúde
Triibo,http://triibo.com.br/,"Rua Guapiaçu, 5 - Saúde, São Paulo - SP, 04024-020, Brazil",4.1,27.0,+55 11 97069-7706,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in São Paulo, SP","São Paulo, SP",Empresa de Tecnologia em Saúde
MetData,https://www.metdata.com.br/,"R. Pereira Estéfano, 114 - cj 106 - Vila da Saúde, São Paulo - SP, 04144-070, Brazil",5.0,1.0,+55 11 2894-1104,"corporate_office, electronics_store, store, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in São Paulo, SP","São Paulo, SP",Empresa de Tecnologia em Saúde
Techmicro Consultoria TI,http://www.techmicroti.com.br/,"R. Dona Cesária Fagundes, 160 - Vila da Saúde, São Paulo - SP, 04054-030, Brazil",5.0,1.0,,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in São Paulo, SP","São Paulo, SP",Empresa de Tecnologia em Saúde
Redeservice,https://www.redeservice.com.br/,"R. Fiação da Saúde, 40 - CJ 112 - Vila da Saúde, São Paulo - SP, 04144-020, Brazil",4.9,18.0,+55 11 5595-9530,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in São Paulo, SP","São Paulo, SP",Empresa de Tecnologia em Saúde
Biocom Tecnologia,http://www.gers.com.br/,"R. Paracatu, 309 - Vila da Saúde, São Paulo - SP, 04302-020, Brazil",,,+55 11 5586-8700,"health, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in São Paulo, SP","São Paulo, SP",Empresa de Tecnologia em Saúde
Gsit Tecnologia,http://www.gsittecnologia.com.br/,"Rua Caramuru, 417 - Conjunto 33 - Vila da Saúde, São Paulo - SP, 04138-001, Brazil",5.0,2.0,+55 11 2366-0611,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in São Paulo, SP","São Paulo, SP",Empresa de Tecnologia em Saúde
Rubi Technology,http://rubitechnology.com.br/,"R. Veriano Pereira, 63 - Vila da Saúde, São Paulo - SP, 04144-030, Brazil",5.0,4.0,+55 11 99164-6459,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in São Paulo, SP","São Paulo, SP",Empresa de Tecnologia em Saúde
Software.com.br Tecnologia e Consultoria Ltda,https://www.software.com.br/,"Av. Paulista, 2064 - 7º Andar - Ala B, São Paulo - SP, 01310-928, Brazil",4.6,19.0,+55 11 3665-8550,"electronics_store, store, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in São Paulo, SP","São Paulo, SP",Empresa de Tecnologia em Saúde
ETS Electronic Test Systems,http://www.ets.com.br/,"R. Biobedas, 321 - Vila da Saúde, São Paulo - SP, 04302-010, Brazil",4.9,11.0,+55 11 5583-2807,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in São Paulo, SP","São Paulo, SP",Empresa de Tecnologia em Saúde
MDS Cloud Solutions,http://mdscloud.com.br/,"R. Pereira Estéfano, 114 - sala 308 - Vila da Saúde, São Paulo - SP, 04144-070, Brazil",5.0,6.0,+55 11 2577-7899,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in São Paulo, SP","São Paulo, SP",Empresa de Tecnologia em Saúde
Health Tech Farmácia Manipulação,http://www.healthtech.com.br/,"Av. Prosperidade, 227 - Prosperidade, São Caetano do Sul - SP, 09550-700, Brazil",3.8,68.0,+55 11 2076-3516,"point_of_interest, health, establishment",,Google Places Advanced,"Healthtech in São Paulo, SP","São Paulo, SP",Healthtech
SHS Health Tech,http://www.saudeshs.com/,"Av. Paulista, 1842 - Andar 17 - Sala 3 - Bela Vista, São Paulo - SP, 01310-200, Brazil",5.0,41.0,+55 11 99161-2263,"point_of_interest, establishment",,Google Places Advanced,"Healthtech in São Paulo, SP","São Paulo, SP",Healthtech
Nubes Health Tech,https://nubeshealth.com.br/,"Av. Paulista, 1471 - conj 511 sala 02 - Bela Vista, São Paulo - SP, 01311-927, Brazil",5.0,9.0,+55 11 4570-0873,"point_of_interest, establishment",,Google Places Advanced,"Healthtech in São Paulo, SP","São Paulo, SP",Healthtech
PSYC Healthtech,http://www.psyc.com.br/,"R. Br. de Itapetininga, 37 - Centro Histórico de São Paulo, São Paulo - SP, 01042-001, Brazil",5.0,2.0,+55 11 93279-7549,"point_of_interest, health, establishment",,Google Places Advanced,"Healthtech in São Paulo, SP","São Paulo, SP",Healthtech
Open Health Technologies,http://openhealthtechnologies.com/,"Av. Brig. Faria Lima, n° 1.811 - Conjunto 1.119 - Jardim Paulistano, São Paulo - SP, 01452-001, Brazil",5.0,1.0,,"point_of_interest, establishment",,Google Places Advanced,"Healthtech in São Paulo, SP","São Paulo, SP",Healthtech
health tech market,,"R. Itapeva, 574 - Bela Vista, São Paulo - SP, 01332-000, Brazil",,,+55 11 3142-9789,"hospital, point_of_interest, health, establishment",,Google Places Advanced,"Healthtech in São Paulo, SP","São Paulo, SP",Healthtech
Cotech Saúde,,"Av. Brig. Faria Lima, 1572 - Itaim Bibi, São Paulo - SP, 01451-917, Brazil",5.0,2.0,+55 18 98107-9148,"consultant, point_of_interest, health, establishment",,Google Places Advanced,"Healthtech in São Paulo, SP","São Paulo, SP",Healthtech
HighTech Med,https://hightechmed.com.br/,"R. Laplace, 96 - cj52 - Brooklin, São Paulo - SP, 04622-000, Brazil",3.7,3.0,+55 11 5184-1260,"point_of_interest, health, establishment",,Google Places Advanced,"Healthtech in São Paulo, SP","São Paulo, SP",Healthtech
Beth - Health Tech,http://bethebeth.com.br/,"Av. Paulista, 1159 - CJ 1213 - Jardim Paulista, São Paulo - SP, 01311-200, Brazil",,,+55 11 94264-5025,"point_of_interest, establishment",,Google Places Advanced,"Healthtech in São Paulo, SP","São Paulo, SP",Healthtech
Health Engenharia Clínica,https://health.eng.br/a-empresa/,"Av. Nossa Sra. do Sabará, 5149 - Vila Emir, São Paulo - SP, 04447-021, Brazil",5.0,2.0,+55 11 97669-4129,"point_of_interest, health, establishment",,Google Places Advanced,"Healthtech in São Paulo, SP","São Paulo, SP",Healthtech
Funcional Health Tech,https://www.funcionalhealthtech.com.br/,"Av. Rebouças, 2636 - Cerqueira César, São Paulo - SP, 05401-100, Brazil",,,+55 11 2198-4451,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Healthtech in São Paulo, SP","São Paulo, SP",Healthtech
Tech Health Consultoria,https://techhealth.alumy.com/,"R. Belchior de Azevedo - Vila Leopoldina, São Paulo - SP, 05089-030, Brazil",,,,"consultant, point_of_interest, health, establishment",,Google Places Advanced,"Healthtech in São Paulo, SP","São Paulo, SP",Healthtech
TECH HEALTH ASSOCIATION,https://techhealthassociation.org/,"Av. Paulista - Jardins, São Paulo - SP, 01310-100, Brazil",,,+55 11 91290-6153,"point_of_interest, establishment",,Google Places Advanced,"Healthtech in São Paulo, SP","São Paulo, SP",Healthtech
PTech Innovative Healthcare Tech Solutions,http://ptech.digital/,"R. Barata Ribeiro, 237 - CJ144 - Bela Vista, São Paulo - SP, 01308-000, Brazil",,,,"point_of_interest, establishment",,Google Places Advanced,"Healthtech in São Paulo, SP","São Paulo, SP",Healthtech
SPTK HEALTH CARE PARAISOPOLIS,https://sptkhealthcare.com.br/,"Rua Pasquale Gallupi, 321 - Paraisópolis, São Paulo - SP, 05660-000, Brazil",5.0,15.0,+55 11 99667-7601,"medical_lab, point_of_interest, health, establishment",,Google Places Advanced,"Healthtech in São Paulo, SP","São Paulo, SP",Healthtech
GL Health Tech,,"Av. Paulista - Bela Vista, São Paulo - SP, 01310-200, Brazil",,,+55 16 99752-0373,"consultant, point_of_interest, health, establishment",,Google Places Advanced,"Healthtech in São Paulo, SP","São Paulo, SP",Healthtech
HealthCare Diagnosticos,https://healthcarediagnosticos.com.br/,"Av. Paulista, 1048 - Bela Vista, São Paulo - SP, 01310-100, Brazil",,,+55 11 5504-1914,"medical_lab, point_of_interest, health, establishment",,Google Places Advanced,"Healthtech in São Paulo, SP","São Paulo, SP",Healthtech
Tech2h,,"R. Funchal, 538 - Itaim Bibi, São Paulo - SP, 04551-060, Brazil",,,+55 11 3045-6873,"hospital, point_of_interest, health, establishment",,Google Places Advanced,"Healthtech in São Paulo, SP","São Paulo, SP",Healthtech
CIRÚRGICA CARIOCA | PRODUTOS MÉDICOS HOSPITALARES,http://www.cirurgicacarioca.com.br/,"Shopping do Supermercado Guanabara - Av. das Américas, 3501 - Loja 11 - Barra da Tijuca, Rio de Janeiro - RJ, 22631-003, Brazil",4.9,301.0,+55 21 99851-7003,"store, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Fabricante de Equipamentos Médicos
Sutura Médica - Loja de Produtos Médicos e Hospitalares,https://www.suturamedica.com.br/,"Av. das Américas, 500 - Bloco 9, Loja 108 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-100, Brazil",5.0,179.0,+55 21 98929-1983,"shoe_store, hospital, wholesaler, store, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Fabricante de Equipamentos Médicos
"TECNOMEDI Pr. da Cruz Vermelha produtos Médicos & Ortopédicos , Saúde & Bem Estar",https://loja.tecnomedi.com.br/pagina/tecnomedi-rio-de-janeiro-praca-da-cruz-vermelha-centro-rj.html,"R. Carlos Sampaio, 246 - Loja B - Centro, Rio de Janeiro - RJ, 20231-084, Brazil",5.0,210.0,+55 21 2018-6671,"shoe_store, furniture_store, home_improvement_store, home_goods_store, store, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Fabricante de Equipamentos Médicos
Medical Mettler Material Medico,https://medicalmettler.orcamentoimediato.com.br/tijuca/,"Rua Conde de Bonfim, 255 - Loja 130 - Tijuca, Rio de Janeiro - RJ, 20520-051, Brazil",4.7,33.0,+55 21 99622-9733,"store, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Fabricante de Equipamentos Médicos
G3 Saúde Comercio de Produtos Medico Hospitalares LTDA,http://www.g3saude.com.br/,"R. Ana Neri, 978 - Loja - Rocha, Rio de Janeiro - RJ, 20960-005, Brazil",4.9,34.0,+55 21 3549-6927,"store, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Fabricante de Equipamentos Médicos
Tecnomedi Center Rj,https://loja.tecnomedi.com.br/pagina/tecnomedi-rio-de-janeiro-centro-rj.html,"R. Sete de Setembro, 120 - Centro, Rio de Janeiro - RJ, 20050-006, Brazil",4.6,202.0,+55 21 2224-5011,"shoe_store, furniture_store, home_improvement_store, home_goods_store, store, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Fabricante de Equipamentos Médicos
Cirúrgica Industrial,https://www.promedicaexportacao.com.br/,"Térreo - R. Conde de Porto Alegre, 57 - Rocha, Rio de Janeiro - RJ, 20960-110, Brazil",4.7,3.0,+55 21 2548-5668,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Fabricante de Equipamentos Médicos
BISTURI - Material Hospitalar - Icaraí,https://www.bisturi.com.br/,"R. Miguel de Frias, 150 - Icaraí, Niterói - RJ, 24220-003, Brazil",4.8,602.0,+55 21 2606-1709,"wholesaler, sporting_goods_store, store, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Fabricante de Equipamentos Médicos
Confiance Medical,http://www.confiancemedical.com.br/,"R. Bela, 852 - Imperial de São Cristóvão, Rio de Janeiro - RJ, 20930-380, Brazil",4.8,6.0,+55 21 97106-9895,"point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Fabricante de Equipamentos Médicos
"TECNOMEDI Saara Produtos Médicos & Ortopédicos, Saúde & Bem Estar",https://loja.tecnomedi.com.br/pagina/tecnomedi-rio-de-janeiro-saara-no-centro-rj.html,"R. Sr. dos Passos, 238 - Centro, Rio de Janeiro - RJ, 20061-015, Brazil",4.9,137.0,+55 21 2083-2381,"shoe_store, furniture_store, home_improvement_store, home_goods_store, store, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Fabricante de Equipamentos Médicos
Arcomedical - Venda de Material Médico Hospitalar,https://www.lojaarcomedical.com.br/,"Rua Conde de Lages, 44 - Loja F - Centro, Rio de Janeiro - RJ, 20241-080, Brazil",5.0,2.0,+55 21 97095-9556,"store, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Fabricante de Equipamentos Médicos
"TECNOMEDI Ipanema Produtos Médicos & Ortopédicos, Saúde & Bem Estar",https://loja.tecnomedi.com.br/pagina/tecnomedi-rio-de-janeiro-ipanema.html,"R. Vinícius de Moraes, 110 - Loja A - Ipanema, Rio de Janeiro - RJ, 22411-010, Brazil",4.9,122.0,+55 21 2267-7209,"shoe_store, furniture_store, home_improvement_store, home_goods_store, store, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Fabricante de Equipamentos Médicos
Kmed a Serviço da Saude,,"R. Ubaldino do Amaral, 14 - Lapa, Rio de Janeiro - RJ, 20231-016, Brazil",4.5,14.0,+55 21 2507-1854,"store, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Fabricante de Equipamentos Médicos
Diagnóstica Rio | Material Médico Hospitalar | Material de Laboratório,https://diagnosticario.com.br/,"R. Luís Zancheta, 56 - Sampaio, Rio de Janeiro - RJ, 20970-120, Brazil",4.9,14.0,+55 21 2580-3357,"wholesaler, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Fabricante de Equipamentos Médicos
MedcomRio Produtos Hospitalares,https://medcomrio.com.br/,"Av. José Wilker, 600 - loja 108 / bloco 2 - Barra Olímpica, Rio de Janeiro - RJ, 22775-024, Brazil",5.0,448.0,+55 21 96755-5295,"store, point_of_interest, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Indústria de Materiais Hospitalares
Mobiloc,https://aluguelmobiloc.com.br/,"R. Ipadu, 779 - Taquara, Rio de Janeiro - RJ, 22713-460, Brazil",5.0,2520.0,+55 21 2148-1858,"point_of_interest, health, store, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Indústria de Materiais Hospitalares
Sano Med Produtos Hospitalares Ltda,http://www.sanomed.com.br/,"R. Dep. Soares Filho, 405 - Loja - Maracanã, Rio de Janeiro - RJ, 20540-040, Brazil",5.0,16.0,+55 21 3559-0033,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Indústria de Materiais Hospitalares
Inframed Soluções Tecnológicas,http://www.inframed.com.br/,"Av. das Américas, 3500 - Bloco 7, Sala 314 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-102, Brazil",4.9,61.0,+55 21 2484-4431,"point_of_interest, health, store, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Indústria de Materiais Hospitalares
Medicare Distribuidora,http://www.medicaredistribuidora.com.br/,"Av. Ayrton Senna, 5500 - Bl3 loja 124 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-005, Brazil",5.0,6.0,+55 21 3030-4039,"wholesaler, point_of_interest, health, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Indústria de Materiais Hospitalares
Distribuidora de Materiais Hospitalares RJ,https://www.hrmedical.com.br/,"Av. Pres. Kennedy, 735 - Sala 815 - Estrela do Norte, São Gonçalo - RJ, 24455-045, Brazil",5.0,3.0,+55 21 98997-9878,"wholesaler, point_of_interest, health, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Indústria de Materiais Hospitalares
BD Distribuidora,http://www.bddistribuidora.com.br/,"R. Marilene Vieira de Assis, 349 - Chácaras Arcampo, Duque de Caxias - RJ, 25251-500, Brazil",4.8,31.0,+55 21 3936-0854,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Indústria de Materiais Hospitalares
Dental Fluor Produtos Odontológicos,https://www.dentalfluor.com/,"Av. das Américas, 3939 - Bl. 2 Sala 211 - Barra da Tijuca, Rio de Janeiro - RJ, 22631-003, Brazil",4.9,17.0,+55 21 3325-7000,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Fabricante de Produtos Odontológicos
Dental OdontoPaz,https://dentalodontopaz.com.br/,"R. Dr. Pache de Faria, 7 - Méier, Rio de Janeiro - RJ, 20710-020, Brazil",4.8,91.0,+55 21 97091-1534,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Fabricante de Produtos Odontológicos
Dental Astral Produtos Odontológicos,http://astraldental.com.br/,"Rua Cardoso de Morais, 145 - Sala 703 - Bonsucesso, Rio de Janeiro - RJ, 21032-000, Brazil",4.5,29.0,+55 21 98139-9087,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Fabricante de Produtos Odontológicos
Vigodent – High Performance Tradition - Factory,http://www.vigodent.com.br/,"R. Pesqueira, 26 - Bonsucesso, Rio de Janeiro - RJ, 21041-150, Brazil",4.3,28.0,+55 21 3865-5600,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Fabricante de Produtos Odontológicos
DB Dental Borges,http://www.dentalborges.com.br/,"Rua Conde de Bonfim, 352 - Tijuca, Rio de Janeiro - RJ, 20520-054, Brazil",4.5,99.0,+55 21 3872-1919,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Fabricante de Produtos Odontológicos
Serv Odonto venda e assistência técnica,http://www.servodonto.com.br/,"LOJA - R. Santana, 225 - Centro, Rio de Janeiro - RJ, 20230-260, Brazil",4.8,99.0,+55 21 96811-9487,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Fabricante de Produtos Odontológicos
DFL Indústria e Comércio S/A,https://dfl.com.br/,"R. André Rocha, 3210 - Taquara, Rio de Janeiro - RJ, 22710-568, Brazil",4.6,135.0,+55 800 602 6880,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Fabricante de Produtos Odontológicos
