Company,Website,Lead_Score,Email,Decision_Maker,Employees,Years_Active,City,State,FDA_Certified,CE_Certified,Products,LinkedIn_Company,Perplexity_Segment,Perplexity_City,Perplexity_State,Perplexity_Decision_Makers,Perplexity_Notes,Status,Nome Empresa,Address,Phone,Source,Predicted_Score,V2_Score,Renner_Score,Enrichment_Status,Scraped_Emails,Decision_Makers_Deep,LinkedIn_Person,Confidence_Score
byCAD | dentaldesing,http://www.bycad.com.br/,7.0,vendas@www.bycad.com.br,"Torre Londres (CEO), Tancredo Neves (CEO)",0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,byCAD | dentaldesing,"CEO Salvador Shopping Torre Londres - Av. Tancredo Neves, 2539 - sala 605 - Caminho das Árvores, Salvador - BA, 41820-021, Brazil",55 71 99167-1818,Google Places Advanced,1.0,1.0,0.0,Pending,,"[{""name"": ""Salvador Shopping"", ""title"": ""CEO"", ""confidence"": ""high""}, {""name"": ""Torre Londres"", ""title"": ""CEO"", ""confidence"": ""high""}, {""name"": ""Tancredo Neves"", ""title"": ""CEO"", ""confidence"": ""high""}, {""name"": ""Caminho das Árvores"", ""title"": ""CEO"", ""confidence"": ""high""}]",,80
Medisil Medicamentos,https://www.medisildistfarma.com/,7.0,contato@www.medisildistfarma.com,Granjas Rurais Presidente Vargas (Presidente),0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,Medisil Medicamentos,"R. da Bolívia, 223 - Granjas Rurais Pres. Vargas, Salvador - BA, 41230-195, Brazil",55 71 3413-8117,Google Places Advanced,1.0,1.0,0.0,Pending,sac@medisil.com.br,"[{""name"": ""Granjas Rurais Presidente Vargas"", ""title"": ""Presidente"", ""confidence"": ""high""}]",,80
Oito Pharma | Farmácia de Medicamentos Especiais,http://www.oitopharma.com.br/,7.0,contato@oitopharma.com.br,"Salvador Shopping (CEO), Torre Nova Iorque (CEO)",0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,Oito Pharma | Farmácia de Medicamentos Especiais,"Edifício CEO Salvador Shopping Torre Nova Iorque - Av. Tancredo Neves, 2539 - Sala 1706 - Caminho das Árvores, Salvador - BA, 41820-021, Brazil",55 800 080 8800,Google Places Advanced,1.0,1.0,0.0,Pending,contato@oitopharma.com.br,"[{""name"": ""Salvador Shopping"", ""title"": ""CEO"", ""confidence"": ""high""}, {""name"": ""Torre Nova Iorque"", ""title"": ""CEO"", ""confidence"": ""high""}]",,80
Elementar Farmácia de Manipulação,http://www.farmaciaelementar.com.br/,4.0,contato@emkt.farmaciaelementar.com.br,Rodrigo Queiroz (Responsável),0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,Elementar Farmácia de Manipulação,"Alameda das Algarobas 22 Loja 01 on-line WhatsApp, 71 - 99707.4646 - Caminho das Árvores, Salvador - BA, 41820-500, Brazil",55 71 3044-1300,Google Places Advanced,1.0,1.0,0.0,Pending,contato@emkt.farmaciaelementar.com.br,,,70
Clinica de Estética e Saúde em Florianopolis SC Majestic | Nutrição | Quiropraxia | Hipnoterapia,https://www.majesticesteticaesaude.com/,5.0,contato@majestic.com.br,"Not explicitly found - Majestic Estética e Saúde em Florianópolis SC does not publicly disclose the name or title of its CEO, Owner, Director, or Manager on its website or in available directory sources.",0,0,"Florianópolis, SC",SC,False,False,,,,,,,,New Lead,Clinica de Estética e Saúde em Florianopolis SC Majestic | Nutrição | Quiropraxia | Hipnoterapia,"Av. Osvaldo Rodrigues Cabral, 1570 - sala 207 - Centro, Florianópolis - SC, 88015-710, Brazil",55 48 99612-4676,Google Places Advanced,1.0,1.0,0.0,Pending,contato@majestic.com.br,,,70
HealthTech Portugal,https://healthtechportugal.com/,6.0,hello@healthtechportugal.com,Francisco Calisto (CEO),0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,HealthTech Portugal,"Edifício do Polo Tecnológico de Lisboa, R. António Champalimaud 109 - Lote 1, 1600-514 Lisboa, Portugal",351 926 082 804,Google Places Advanced,1.0,1.0,0.0,Pending,hello@healthtechportugal.com,"[{""name"": ""Francisco Calisto"", ""title"": ""CEO"", ""confidence"": ""high""}]",,80
Tupan Saúde,https://tupansaude.com.br/,5.0,info@tupansaude.com.br,Carlos Carvalho - Presidente do Grupo Tupan,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Tupan Saúde,"Estr. dos Remédios, 2123 - Madalena, Recife - PE, 50720-715, Brazil",55 81 99684-0060,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Equipamentos Hospitalares Recife/ KESA Comércio e Serviços Técnicos LTDA,http://www.kesa.com.br/,4.0,sales@www.kesa.com.br,Daniel de Paula Hemeterio - Director,0,0,"Recife, PE",PE,False,False,,https://www.linkedin.com/company/kesa-equipamentos-hospitalares,,,,,,New Lead,Equipamentos Hospitalares Recife/ KESA Comércio e Serviços Técnicos LTDA,"R. José Higino, 145 - Madalena, Recife - PE, 50610-340, Brazil",55 81 3366-4664,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Lojão das Clínicas Produtos Médicos e Hospitalares - Recife,https://redelojaodasclinicas.com.br/,8.0,info@redelojaodasclinicas.com.br,Diretor Comercial (Co-fundador),0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Lojão das Clínicas Produtos Médicos e Hospitalares - Recife,"R. das Creoulas, 322 - Loja 4 - sala 7 - Graças, Recife - PE, 52011-270, Brazil",55 81 3221-0662,Google Places Advanced,1.0,1.0,0.0,Pending,,"[{""name"": ""Diretor Comercial"", ""title"": ""Co-fundador"", ""confidence"": ""high""}, {""name"": ""Sócia Co"", ""title"": ""Co-fundadora"", ""confidence"": ""high""}]",,80
Bahia School of Medicine and Public Health - Cabula,https://www.bahiana.edu.br/,8.0,sales@www.bahiana.edu.br,Em Salvador (diretor); Curso Intensivo (médico),0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,Bahia School of Medicine and Public Health - Cabula,"R. Silveira Martins, 100 - Cabula, Salvador - BA, 41150-100, Brazil",55 71 3257-8200,Google Places Advanced,1.0,1.0,0.0,Pending,eugenio.santos@convergenceworks.com.br,"[{""name"": ""Em Salvador"", ""title"": ""diretor"", ""confidence"": ""high""}, {""name"": ""Negreiros Falcão"", ""title"": ""diretor"", ""confidence"": ""high""}, {""name"": ""Casa Ernestina Guimarães"", ""title"": ""diretor"", ""confidence"": ""high""}, {""name"": ""Hospital Santa Izabel"", ""title"": ""diretor"", ""confidence"": ""medium""}, {""name"": ""Academia de Medicina"", ""title"": ""presidente"", ""confidence"": ""high""}, {""name"": ""Urcício Santiago"", ""title"": ""Dono"", ""confidence"": ""medium""}, {""name"": ""Instituto de Manguinhos"", ""title"": ""diretor"", ""confidence"": ""low""}, {""name"": ""Organização e Administração Sanitárias"", ""title"": ""diretor"", ""confidence"": ""medium""}, {""name"": ""Serviço de Saúde"", ""title"": ""diretor"", ""confidence"": ""high""}, {""name"": ""Departamento de Saúde"", ""title"": ""diretor"", ""confidence"": ""high""}, {""name"": ""Estado de Educação"", ""title"": ""diretor"", ""confidence"": ""medium""}]",,80
Alcab Comércio e Serviços Médico-Hospitalares,http://www.alcab.com.br/,4.0,contact@www.alcab.com.br,Kleber Coelho Floresta - Sócio-Administrador; Maila Coelho Floresta - Sócio-Administrador,0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,Alcab Comércio e Serviços Médico-Hospitalares,"Ladeira do Pepino, 14 - Boa Vista de Brotas, Salvador - BA, 40240-306, Brazil",55 71 3383-1040,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Extrato Vital - Farmácia de Manipulação e Homeopatia -Trindade,http://www.extratovital.com.br/,4.0,extrato@extratovital.com.br,Carmen Raquel Pinto Ribeiro Luciani - Sócio-Administrador,0,0,"Florianópolis, SC",SC,False,False,,,,,,,,New Lead,Extrato Vital - Farmácia de Manipulação e Homeopatia -Trindade,"R. Lauro Linhares, 897 - loja 6 - Trindade, Florianópolis - SC, 88036-001, Brazil",55 48 3233-4884,Google Places Advanced,1.0,1.0,0.0,Pending,extrato@extratovital.com.br,,,70
Laboratório Neurogene,http://www.neurogene.com.br/,4.0,sac@www.neurogene.com.br,"Rachel McMinn, Ph.D. - Founder and Chief Executive Officer",0,0,"Florianópolis, SC",SC,False,False,,,,,,,,New Lead,Laboratório Neurogene,"Ed. Life Medical Tower - R. Santos Dumont, 182 - sala 1006 - Centro, Florianópolis - SC, 88015-020, Brazil",55 48 99864-4498,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Super Med - Produtos Hospitalares,http://www.instagram.com/supermedloja,4.0,comercial@www.instagram.com,Maria Fernanda Kuntgen Nery - Sócio-Administrador,0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,Super Med - Produtos Hospitalares,"R. da Mouraria, 40 - Nazaré, Salvador - BA, 40040-090, Brazil",55 71 2137-4680,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
NP Clinic,https://www.npclinic.com.br/,5.0,relacionamento@npclinic.com.br,Dr. Nilton Paschoal - Founder and CEO,0,0,"Florianópolis, SC",SC,False,False,,https://www.linkedin.com/company/npclinic,,,,,,New Lead,NP Clinic,"R. Jerônimo Coelho, 293 - sala 1101 - Centro, Florianópolis - SC, 88010-030, Brazil",55 48 99674-7419,Google Places Advanced,1.0,1.0,0.0,Pending,relacionamento@npclinic.com.br,,,70
Biogenetika,http://biogenetika.com.br/,7.0,comercial@biogenetika.com.br,Rafael Prestes (Diretor),0,0,"Florianópolis, SC",SC,False,False,,,,,,,,New Lead,Biogenetika,"R. Lauro Linhares, 2010 - Sala 703, torre B - Trindade, Florianópolis - SC, 88036-002, Brazil",55 11 99591-1191,Google Places Advanced,1.0,1.0,0.0,Pending,comercial@biogenetika.com.br,"[{""name"": ""Rafael Prestes"", ""title"": ""Diretor técnico"", ""confidence"": ""high""}, {""name"": ""Diretora Médica"", ""title"": ""Diretora"", ""confidence"": ""high""}]",,80
MÉDICI CENTER PRODUTOS HOSPITALARES LTDA,http://www.instagram.com/medicicenter,4.0,comercial@www.instagram.com,"No publicly available information found for the key decision makers (CEO, Owner, Director, Manager) of MÉDICI CENTER PRODUTOS HOSPITALARES LTDA in Salvador, BA, Brazil.",0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,MÉDICI CENTER PRODUTOS HOSPITALARES LTDA,"R. da Mouraria, 48 - Nazaré, Salvador - BA, 40040-090, Brazil",55 71 3510-1572,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Vitalle Produtos Médicos e Hospitalares,https://vitallemed.com.br/,5.0,contact@vitallemed.com.br,Rui de Assis Junior - CEO/Owner,0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,Vitalle Produtos Médicos e Hospitalares,"Prox á INOOA, Edf. Cidadella Center 1 - R. Metódio Coelho, 62 - Sala 308 - Brotas, Salvador - BA, 40279-120, Brazil",55 71 98138-2203,Google Places Advanced,1.0,1.0,0.0,Pending,seuemail@email.com.br,,,70
Laboratório LabVital Florianópolis,http://www.labvital.com.br/,4.0,qualidade@labvital.com.br,Carlos Nyander Theiss (Responsável técnico),0,0,"Florianópolis, SC",SC,False,False,,,,,,,,New Lead,Laboratório LabVital Florianópolis,"Hantei Office Building - R. Emílio Blum, 131 - LJ 19/20 - Centro, Florianópolis - SC, 88020-010, Brazil",55 48 3245-3657,Google Places Advanced,1.0,1.0,0.0,Pending,qualidade@labvital.com.br,,,70
Dr. Rafael Gallassini - Floripa,https://rafaelgallassini.com.br/,5.0,vendas@rafaelgallassini.com.br,"Rafael Gallassini - Médico, Diretor Técnico",0,0,"Florianópolis, SC",SC,False,False,,,,,,,,New Lead,Dr. Rafael Gallassini - Floripa,"Av. Mauro Ramos, 1213 - Centro, Florianópolis - SC, 88020-305, Brazil",55 48 99670-1182,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
B.E.M. Center Florianópolis,https://bemcenterflorianopolis.com.br/,5.0,contact@bemcenterflorianopolis.com.br,Palestrante Oficial (Responsável); Mentoria Empresarial (Responsável),0,0,"Florianópolis, SC",SC,False,False,,,,,,,,New Lead,B.E.M. Center Florianópolis,"Av. Rio Branco, 333 - Sala 201 a 208 - Centro, Florianópolis - SC, 88015-203, Brazil",55 48 99974-6829,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Atos Medica,http://atosmedica.com.br/,4.0,sac@atosmedica.com.br,Rasmus Sørensen - President Atos Medical,0,0,"Recife, PE",PE,False,False,,https://www.linkedin.com/company/atos-medical/,,,,,,New Lead,Atos Medica,"R. da Hora, 772 - Espinheiro, Recife - PE, 52020-015, Brazil",55 81 3204-2688,Google Places Advanced,1.0,1.0,0.0,Pending,contato@atosmedica.com.br,,,70
GoldenMed Materiais Médicos Hospitalares,https://www.goldenmedba.com.br/,5.0,sac@www.goldenmedba.com.br,Camila Nascimento Guedes Pessoa - Sócio-Administrador; Renan Braga Pessoa - Sócio-Administrador,0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,GoldenMed Materiais Médicos Hospitalares,"Ed Wall Street - Av. Luís Viana Filho, 6462 - Lj 26 - Paralela, Salvador - BA, 41680-400, Brazil",55 71 99125-3102,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Lumiar Healthcare Salvador,https://portal.lumiarsaude.com.br/unidades/salvador-ba/,5.0,contact@portal.lumiarsaude.com.br,Lauro Mingues - General Director,0,0,"Salvador, BA",BA,False,False,,https://www.linkedin.com/company/lumiar-health-care/,,,,,,New Lead,Lumiar Healthcare Salvador,"Rua Altino Serbeto de Barros, 241 801 - Edifício Itaigara Memorial - Pituba, Salvador - BA, 41830-492, Brazil",55 800 080 0005,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Climil Odontologia Moderna,https://climilodontologiamoderna.com.br/,5.0,vendas@climilodontologiamoderna.com.br,Daniela Cerqueira - Analista financeiro,0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,Climil Odontologia Moderna,"Av. Antônio Carlos Magalhães, 1034 - Sala 429 - Ala C - 4° andar - Itaigara, Salvador - BA, 41825-906, Brazil",55 71 98851-4387,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
IBID Instituto Bahiano de Implantes,http://www.ibidodontologia.com/,4.0,contato@ibidodontologia.com,Rafael de Carneiro Santos - Sócio-Administrador; Erico Brito dos Santos - Sócio,0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,IBID Instituto Bahiano de Implantes,"Avenida Luís Viana, 13223 Hangar Business, Torre 05 sala 405/406 - São Cristóvão, Salvador - BA, 41500-300, Brazil",55 71 99906-4742,Google Places Advanced,1.0,1.0,0.0,Pending,contato@ibidodontologia.com,,,70
CLINICA IMPLANTE MASTER,https://implantemaster.com.br/,7.0,info@implantemaster.com.br,Implante Master (fundador),0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,CLINICA IMPLANTE MASTER,"R. Ismar Araújo, 05 - Pau da Lima, Salvador - BA, 41235-010, Brazil",55 71 98735-5383,Google Places Advanced,1.0,1.0,0.0,Pending,,"[{""name"": ""Implante Master"", ""title"": ""fundador"", ""confidence"": ""medium""}]",,80
Oral Sin Implantes Salvador,https://oralsinsalvadorondina.com.br/,5.0,atendimento@oralsinsalvadorondina.com.br,Carlos Augusto Stala (Responsável Técnico),0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,Oral Sin Implantes Salvador,"Av. Milton Santos, 190 - Ondina, Salvador - BA, 40170-110, Brazil",55 71 99183-1560,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
IMPLANTES MEDICOS BAHIA,http://implantesmedicosbahia.com.br/,4.0,contato@implantesmedicosbahia.com.br,Vitor Brito Leal - Sócio-Administrador,0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,IMPLANTES MEDICOS BAHIA,"Ed. Garibalde Memorial - R. Agnelo Brito, 90 - 3º andar, sala 302 - Federação, Salvador - BA, 40210-245, Brazil",55 71 3334-2855,Google Places Advanced,1.0,1.0,0.0,Pending,contato@implantesmedicosbahia.com.br,,,70
Implante Master Alfredo Nelli - implante dentário-Dentista em Salvador,https://implantemaster.com.br/?utm_source=gmeunegocio&utm_campaign=gmn,7.0,info@implantemaster.com.br,Implante Master (fundador),0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,Implante Master Alfredo Nelli - implante dentário-Dentista em Salvador,"R. Altino Serbeto de Barros, 241 - Salas 1303/1304 - Pituba, Salvador - BA, 41830-492, Brazil",55 71 3354-4555,Google Places Advanced,1.0,1.0,0.0,Pending,,"[{""name"": ""Implante Master"", ""title"": ""fundador"", ""confidence"": ""medium""}]",,80
SMART7 - Empresa de Esterilização de Materiais Hospitalares em Salvador,https://www.smartseteesterilizacao.com.br/,5.0,contato@smartseteesterilizacao.com.br,Gabriela - Management Team Member,0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,SMART7 - Empresa de Esterilização de Materiais Hospitalares em Salvador,"Estr. de Pirajá, SN - Pirajá, Salvador - BA, 41290-000, Brazil",55 19 99344-7000,Google Places Advanced,1.0,1.0,0.0,Pending,contato@smartseteesterilizacao.com.br,,,70
Esterilize - Complexo de Serviços de Esterilização,http://www.esterilize.com.br/,4.0,comercial@esterilize.com.br,Ridney Reis de Castro - Sócio-Administrador,0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,Esterilize - Complexo de Serviços de Esterilização,"R. da Matriz, 3110 - Valéria, Salvador - BA, 41300-600, Brazil",55 71 3301-7799,Google Places Advanced,1.0,1.0,0.0,Pending,comercial@esterilize.com.br,,,70
Medicicor Comercial LTDA,http://medicicor.com.br/,4.0,info@medicicor.com.br,Kleuder Leao - CEO,0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,Medicicor Comercial LTDA,"Edifício Empresarial Thomé de Souza - Av. Antônio Carlos Magalhães, 3244 - Caminho das Árvores, Salvador - BA, 41800-700, Brazil",55 71 3351-2000,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Intelectah,http://www.intelectah.com.br/,4.0,sales@www.intelectah.com.br,Luciano Regus - CEO,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Intelectah,"Rua Ribeiro de Brito, 830 Empresarial Iberbras - Sala 1704 - Boa Viagem, Recife - PE, 51021-310, Brazil",55 81 3204-0136,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
FAST Aplicativos e Soluções Tecnológicas LTDA,http://www.fastsolucoes.com.br/,4.0,comercial@www.fastsolucoes.com.br,Cleviton Vinicius Fonseca Monteiro - Sócio; Henrique Santos Ferreira - Sócio,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,FAST Aplicativos e Soluções Tecnológicas LTDA,"R. do Brum, 248 - Recife, PE, 50030-260, Brazil",55 81 3083-4315,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
EPIONE,https://www.epione.com.br/,5.0,info@www.epione.com.br,Carlos Borba - CEO,0,0,"Recife, PE",PE,False,False,,https://www.linkedin.com/company/epione/,,,,,,New Lead,EPIONE,"R. Arnóbio Marques, 253 - sala 908 - Santo Amaro, Recife - PE, 52100-130, Brazil",55 81 99900-9881,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
"DGS Brasil, Grupo Dedalus",https://www.dedalus.com/brasil/pt-pt,5.0,comercial@www.dedalus.com,"Diretor Financeiro (Diretor), Sociedade Espanhola (Sócio)",0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,"DGS Brasil, Grupo Dedalus","Praça de Casa Forte, 426 - 5 andar - Casa Forte, Recife - PE, 52061-420, Brazil",55 81 3267-1400,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Aponti,https://aponti.org.br/,5.0,contact@aponti.org.br,Patricia Raposo - CEO,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Aponti,"W4QH+87 - R. da Guia, 142 - Recife, PE, 50030-210, Brazil",55 81 3071-7596,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
DS Medical equipamentos médicos e hospitalares,http://www.dsmedical.com.br/,4.0,dsequipamentos@outlook.com,"Not found - No specific names or job titles (CEO, Owner, Director, Manager) for DS Medical equipamentos médicos e hospitalares in Brasília, DF, Brazil were identified in the publicly available sources.",0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,DS Medical equipamentos médicos e hospitalares,"Guará II Qs 01 Led office torre 2 sala, 303 - Taguatinga, Brasília - DF, 70297-400, Brazil",55 61 99917-0557,Google Places Advanced,1.0,1.0,0.0,Pending,dsequipamentos@outlook.com,,,70
Hospfar Ind. E Comércio de Produtos Hospitalares SA - DF,http://www.hospfar.com.br/,6.0,sac@www.hospfar.com.br,Diretor Superintendente (Diretor),0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,Hospfar Ind. E Comércio de Produtos Hospitalares SA - DF,"SIA/SUL Trecho 3 Lotes 1700/1710 - SIA, Brasília - DF, 71200-030, Brazil",55 61 3403-3500,Google Places Advanced,1.0,1.0,0.0,Pending,,"[{""name"": ""Diretor Superintendente"", ""title"": ""Diretor"", ""confidence"": ""high""}]",,80
Clínica Implants,http://clinicaimplants.com.br/,4.0,contato@clinicaimplants.com.br,Eduardo Nascimento (cirurgião),0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,Clínica Implants,"Centro Empresarial Norte, salas 311 e 313 SRTVN, Quadra 701, Conjunto C, Nº 124 - Asa Norte, Brasília - DF, 70719-903, Brazil",55 61 3326-2220,Google Places Advanced,1.0,1.0,0.0,Pending,implants@gruponascimento.com,,,70
Implantec Odontologia,https://www.implantecodontologia.com.br/,7.0,atendimento@www.implantecodontologia.com.br,Gianfranco Navarrette - Sócio-Administrador; Karina Braga Araujo - Sócio-Administrador,0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,Implantec Odontologia,"GILBERTO SALOMÃO - SHIS QI 5 Chácaras, SALA 314 - Lago Sul, Brasília - DF, 71615-560, Brazil",55 61 3366-3999,Google Places Advanced,1.0,1.0,0.0,Pending,,"[{""name"": ""Diretor Clínico"", ""title"": ""Diretor"", ""confidence"": ""high""}]",,80
Vital,http://www.vitalimplantes.com.br/,4.0,contato@www.vitalimplantes.com.br,Vital Implantes (Dentista),0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,Vital,"Conjunto Nacional, torre amarela Sala 5116 - Asa Norte, Brasília - DF, 70077-900, Brazil",55 61 3030-5757,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
ImplantCenter - Odontologia e Implantes,http://www.implantcenter.com.br/,4.0,sac@implantcenter.com.br,George Furtado (Responsável),0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,ImplantCenter - Odontologia e Implantes,"SEPS 710-910 Torre A loja 09 galeria Via Brasil - Asa Sul, Brasília - DF, 70390-108, Brazil",55 61 3443-0402,Google Places Advanced,1.0,1.0,0.0,Pending,sac@implantcenter.com.br,,,70
Nexxera,https://www.nexxera.com/,5.0,suporte.mercantil@nexxera.com,Edson Silva - CEO,0,0,"Florianópolis, SC",SC,False,False,,https://www.linkedin.com/company/nexxera/,,,,,,New Lead,Nexxera,"R. Madalena Barbi, 181 - Centro, Florianópolis - SC, 88015-190, Brazil",55 48 2106-5698,Google Places Advanced,1.0,1.0,0.0,Pending,suporte.mercantil@nexxera.com,,,70
Biomédica Equipamentos,http://www.biomedica.com.br/,4.0,contato@biomedica.com.br,Mara Lucia Montandon Borges - Sócio-Administrador,0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,Biomédica Equipamentos,"Sia - SIA 03 625 - SIA, Brasília - DF, 71200-030, Brazil",55 61 3363-4422,Google Places Advanced,1.0,1.0,0.0,Pending,contato@biomedica.com.br,,,70
Tascom Tecnologia,https://tascomtecnologia.com.br/,5.0,contato@tascomtecnologia.com.br,Tércio Arruda de Santana - Sócio-Fundador,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Tascom Tecnologia,"R. Pedro Américo, 193 - Bongi, Recife - PE, 50751-340, Brazil",55 81 99121-2553,Google Places Advanced,1.0,1.0,0.0,Pending,contato@tascomtecnologia.com.br,,,70
Salvus - Tecnologia e Saúde,http://www.salvus.me/,4.0,contato@salvus.me,Maristone Gomes - CEO and Founder; Rayanne Santana - Head of Fundraising,0,0,"Recife, PE",PE,False,False,,https://www.linkedin.com/company/salvus/,,,,,,New Lead,Salvus - Tecnologia e Saúde,"R. Marquês de Valença, 231 - Boa Viagem, Recife - PE, 51021-500, Brazil",55 81 99100-7320,Google Places Advanced,1.0,1.0,0.0,Pending,contato@salvus.me,,,70
Art Cirúrgica,http://www.artcirurgica.com.br/,4.0,contato@www.artcirurgica.com.br,Mauricio de Queiroz Studart Filho - Sócio-Administrador; Gilbar Gomes de Oliveira - Sócio-Administrador,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Art Cirúrgica,"Av. Visc. de Albuquerque, 926 - Madalena, Recife - PE, 50610-090, Brazil",55 81 3227-2000,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Drª. Janine Perboire- Especialista em Implante Dentário,https://janineperboirecentroodontologico.com/,5.0,drajanineperboireco@gmail.com,"Janine Souza de Perboire Santos - Cirurgiã-Dentista, Especialista em Implantodontia, Proprietária",0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Drª. Janine Perboire- Especialista em Implante Dentário,"Av. Eng. Domingos Ferreira, 2160 - Sala 805 - Boa Viagem, Recife - PE, 51111-020, Brazil",55 81 99955-0140,Google Places Advanced,1.0,1.0,0.0,Pending,janineperboire@hotmail.com,,,70
Oral Sin Implantes - Derby,https://oralsinrecifederby.com.br/,5.0,contato@oralsinrecifederby.com.br,Evandro Veronezi - COO (Chief Operating Officer); Juliana Costa - Diretor financeiro,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Oral Sin Implantes - Derby,"R. Feliciano Gomes, 190 - Derby, Recife - PE, 52010-240, Brazil",55 81 99693-5493,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Odonto Spazzio - Implante Dentário em Recife - Ortodontia - Aparelho Ortodontico em Recife - Enxertos Ósseos - Carga Imediata,https://drricardodebiase.com.br/implantes/,5.0,comercial@drricardodebiase.com.br,Dr. Ricardo de Biase - Owner / Lead Dentist,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Odonto Spazzio - Implante Dentário em Recife - Ortodontia - Aparelho Ortodontico em Recife - Enxertos Ósseos - Carga Imediata,"Shopping ETC - Av. Conselheiro Rosa e Silva, 1460 - Sala 704 - Aflitos, Recife - PE, 52050-020, Brazil",55 81 99189-9397,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Borelli Implantes,http://www.borelliimplantes.com.br/,4.0,contato@borelliimplantes.com.br,Dr. Juliano Borelli - Diretor | Implantodontia,0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Borelli Implantes,"Av. República do Libano, 251 - Rio Mar Trade Center 3, sala 2101, Torre C - Pina, Recife - PE, 51110-160, Brazil",55 81 99117-3317,Google Places Advanced,1.0,1.0,0.0,Pending,contato@borelliimplantes.com.br,,,70
Ti.Saúde,https://www.tisaude.com/,8.0,sales@www.tisaude.com,Fred Rabelo (CEO),0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Ti.Saúde,"R. Mariz e Barros, 311 - Recife, PE, 50030-120, Brazil",55 81 4101-1751,Google Places Advanced,1.0,1.0,0.0,Pending,contato@tisaude.com,"[{""name"": ""Fred Rabelo"", ""title"": ""CEO"", ""confidence"": ""high""}, {""name"": ""Flávio Rabelo"", ""title"": ""COO"", ""confidence"": ""high""}, {""name"": ""Fábio Revorêdo"", ""title"": ""CMO"", ""confidence"": ""high""}, {""name"": ""Diretor Médico"", ""title"": ""Diretor"", ""confidence"": ""high""}, {""name"": ""Clínica Cirúrgica"", ""title"": ""Diretor"", ""confidence"": ""high""}]",,80
