Nome Empresa,Website,Address,Rating,Reviews,Phone,Types,Summary,Source,Search_Query,City_Scope,Keyword_Scope
JJGC Indústria e Comércio de Materiais Dentários Sa,,"Av. Juscelino Kubitschek de Oliveira - Ld, 3291 - Cidade Industrial de Curitiba, Curitiba - PR, 81260-000, Brazil",1.0,2.0,+55 41 2169-4000,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Curitiba, PR","Curitiba, PR",Fabricante de Implantes Dentários
Curitiba Implantes,http://www.curitibaimplantes.com/,"R. dos Pioneiros, 1131 - Sítio Cercado, Curitiba - PR, 81910-080, Brazil",4.8,23.0,+55 41 99677-0006,"dental_clinic, dentist, doctor, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Curitiba, PR","Curitiba, PR",Fabricante de Implantes Dentários
Oral Sin Implantes Curitiba - Centro Cívico,,"R. Alberto Folloni, 1168 - Juvevê, Curitiba - PR, 80540-000, Brazil",4.8,47.0,+55 41 3405-4540,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Curitiba, PR","Curitiba, PR",Fabricante de Implantes Dentários
RS Med,,"Av. Rep. Argentina, 2275 - Água Verde, Curitiba - PR, 80610-260, Brazil",5.0,4.0,+55 41 4103-0113,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Ortopédicos in Curitiba, PR","Curitiba, PR",Fabricante de Implantes Ortopédicos
Impland - Trade hospital medical products,,"Rua Emiliano Perneta, 860 - Centro, Curitiba - PR, 80420-080, Brazil",3.8,8.0,+55 41 3019-6822,"store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Ortopédicos in Curitiba, PR","Curitiba, PR",Fabricante de Implantes Ortopédicos
MEDNOX INSTRUMENTOS CIRÚRGICOS,,"R. Rio Madeira, 231 - Weissópolis, Pinhais - PR, 83322-340, Brazil",5.0,7.0,+55 41 3732-3527,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Instrumentos Cirúrgicos in Curitiba, PR","Curitiba, PR",Fabricante de Instrumentos Cirúrgicos
Parana Protese,,"R. Saldanha Marinho, 456 - Centro, Curitiba - PR, 80410-150, Brazil",5.0,1.0,+55 41 3024-3996,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Curitiba, PR","Curitiba, PR",Fabricante de Próteses
Ortese e Prótese-Cemm,,"Al. Dr. Muricy, 498 - Centro, Curitiba - PR, 80010-120, Brazil",5.0,1.0,+55 41 3323-5291,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Curitiba, PR","Curitiba, PR",Fabricante de Próteses
Laboratório de Prótese Vieira,,"Av. João Gualberto, 1342 - Alto da Glória, Curitiba - PR, 80030-001, Brazil",4.5,8.0,+55 41 3029-4852,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Curitiba, PR","Curitiba, PR",Fabricante de Próteses
Kapilare,,"R. André de Barros, 226 - sala 307 - Centro, Curitiba - PR, 80010-080, Brazil",5.0,2.0,+55 41 99549-3651,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Curitiba, PR","Curitiba, PR",Fabricante de Próteses
PROESTHETIC-Laboratório de Prótese Odontológica,,"R. Mal. Deodoro, 503 - 18º andar - Centro, Curitiba - PR, 80020-000, Brazil",4.0,8.0,+55 41 3076-8603,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Curitiba, PR","Curitiba, PR",Fabricante de Próteses
Farmalab Indústria Química e Farmacêutica Ltda,,"R. Dep. Estefano Mikilita, 125 - Portão, Curitiba - PR, 81070-430, Brazil",3.0,2.0,+55 41 3329-9062,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Curitiba, PR","Curitiba, PR",Indústria Farmacêutica
Essenza Com e Ind Farmacêutica,,"R. Ébano Pereira, 138 - Centro, Curitiba - PR, 80410-240, Brazil",5.0,2.0,+55 41 3322-0708,"pharmacy, health, store, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Curitiba, PR","Curitiba, PR",Indústria Farmacêutica
Laboratório Farmacêutico Dermatológico Dermo Ltda,,"Rod br, 277 - Mossunguê, Curitiba - PR, 82305-100, Brazil",,,+55 41 3373-3590,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Curitiba, PR","Curitiba, PR",Indústria Farmacêutica
O Pharmacêutico,,"R. Prof. Ulisses Vieira, 413 - Vila Izabel, Curitiba - PR, 80320-090, Brazil",5.0,16.0,+55 41 3030-6183,"pharmacy, drugstore, health, store, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Curitiba, PR","Curitiba, PR",Indústria Farmacêutica
Centralmed Distribuidora de Medicamentos LTDA,,"R. Omilio Monteiro Soares, 545 - Fanny, Curitiba - PR, 81030-000, Brazil",4.0,1.0,+55 41 3333-6120,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Curitiba, PR","Curitiba, PR",Distribuidora de Medicamentos e Correlatos
DISTRIBUIDORA LWR SOLUÇÕES EM SAÚDE,,"R. Brig. Franco, 4740 - Loja 1 - Parolin, Curitiba - PR, 82000-000, Brazil",4.8,19.0,+55 41 3308-3076,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Curitiba, PR","Curitiba, PR",Importadora de Produtos para Saúde
LMS MEDICAL COMERCIO DE PRODUTOS LTDA,https://www.lmsmedical.com.br/,"R. Mal. Deodoro, 211 - Centro, Curitiba - PR, 80020-320, Brazil",5.0,33.0,+55 41 3373-0494,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Curitiba, PR","Curitiba, PR",Importadora de Produtos para Saúde
Saúde Legal,,"R. Rocha Pombo, 933 - Juvevê, Curitiba - PR, 80530-290, Brazil",4.7,25.0,+55 41 99198-1536,"health, point_of_interest, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Curitiba, PR","Curitiba, PR",Importadora de Produtos para Saúde
ZM Medical Atacado da Saúde,,"R. Des. Cid Campelo, 6598 - Unidade 8 - Cidade Industrial de Curitiba, Curitiba - PR, 81250-510, Brazil",1.0,1.0,+55 41 3542-1148,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Curitiba, PR","Curitiba, PR",Importadora de Produtos para Saúde
Polymedical Importação Produtos Médicos,,"R. Mariano Torres, 729 - Sala 101 - Centro, Curitiba - PR, 80060-120, Brazil",,,+55 41 3356-3334,"health, point_of_interest, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Curitiba, PR","Curitiba, PR",Importadora de Produtos para Saúde
Hospital do Trabalhador cidade de Curitiba,,"Av. Rep. Argentina, 4406 - Novo Mundo, Curitiba - PR, 81050-000, Brazil",3.5,973.0,+55 41 3212-5786,"hospital, health, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Curitiba, PR","Curitiba, PR",Logística Hospitalar
Dmedic Comércio de Produtos Médicos Hospitalares,,"Rua Dr. Brasílio Ferreira da Luz, 394 - Jardim das Américas, Curitiba - PR, 81540-220, Brazil",4.5,2.0,+55 41 3024-5041,"point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Curitiba, PR","Curitiba, PR",Logística Hospitalar
XP Laboratório Digital,,"R. Prof. Ulisses Vieira, 1315 - Santa Quiteria, Curitiba - PR, 80310-120, Brazil",4.9,13.0,+55 41 99827-1678,"point_of_interest, health, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Curitiba, PR","Curitiba, PR",Laboratório de Prótese Dentária Digital
Laboratório Modelo Prótese Odontológica,,"R. José Loureiro, 603 - Centro, Curitiba - PR, 80010-916, Brazil",5.0,3.0,+55 41 3014-6947,"point_of_interest, health, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Curitiba, PR","Curitiba, PR",Laboratório de Prótese Dentária Digital
Laboratório Pigatto - Laboratório de Prótese Dentária,,"Rua Presidente Pádua Fleury, 533 - Hauer, Curitiba - PR, 81610-150, Brazil",5.0,1.0,+55 41 99107-1492,"point_of_interest, health, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Curitiba, PR","Curitiba, PR",Laboratório de Prótese Dentária Digital
Ventura Lab,,"R. Francisco Derosso, 2008 - Sala 4 - Xaxim, Curitiba - PR, 81720-000, Brazil",5.0,2.0,+55 41 98833-2295,"point_of_interest, health, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Curitiba, PR","Curitiba, PR",Laboratório de Prótese Dentária Digital
Digital Lab Laboratório de Prótese Dentária,http://www.instagram.com/digitallabprotese,"Rua 7 de Setembro, 1296 - Centro, Toledo - PR, 85900-220, Brazil",5.0,1.0,+55 45 99116-3523,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Curitiba, PR","Curitiba, PR",Laboratório de Prótese Dentária Digital
Pelissari Management and Technology,,"Av. Sete de Setembro, 2451 - 9º andar - Rebouças, Curitiba - PR, 80230-010, Brazil",4.9,121.0,+55 41 3340-1100,"consultant, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Curitiba, PR","Curitiba, PR",Empresa de Tecnologia em Saúde
Province Saúde - Consultoria Treinamento e Tecnologia da Informação,http://www.provincesaude.com.br/,"R. Padre Francisco João Azevedo, 445 - Jardim Botânico, Curitiba - PR, 80210-160, Brazil",,,+55 41 3363-0102,"accounting, finance, consultant, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Curitiba, PR","Curitiba, PR",Empresa de Tecnologia em Saúde
CV Healthcare,,"R. dos Bombeiros, 40 - Cidade Industrial de Curitiba, Curitiba - PR, 81450-590, Brazil",5.0,3.0,+55 41 99894-5903,"point_of_interest, establishment",,Google Places Advanced,"Healthtech in Curitiba, PR","Curitiba, PR",Healthtech
Hi Technologies SA,,"R. Eduardo Sprada, 6400 B - Cidade Industrial de Curitiba, Curitiba - PR, 81290-110, Brazil",5.0,1.0,+55 41 3022-3461,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Healthtech in Curitiba, PR","Curitiba, PR",Healthtech
Clinica Bio Health,,"Av. Rep. Argentina, 369 - sala 301 - Água Verde, Curitiba - PR, 80240-210, Brazil",4.6,22.0,+55 41 3342-4731,"point_of_interest, store, establishment",,Google Places Advanced,"Healthtech in Curitiba, PR","Curitiba, PR",Healthtech
Vitvità - Espaço Terapêutico,https://www.vitvita.com.br/,"Av. Rep. Argentina, 2275 - Sala 215 - Água Verde, Curitiba - PR, 80610-260, Brazil",4.8,105.0,+55 41 99959-9333,"point_of_interest, health, establishment",,Google Places Advanced,"Healthtech in Curitiba, PR","Curitiba, PR",Healthtech
VITMEDIC - Centro Integrado de Saúde,https://www.vitmedic.com.br/,"Av. Visc. de Guarapuava, 2764 - Sala 1801 e 1911 - Centro, Curitiba - PR, 80010-100, Brazil",4.7,12.0,+55 41 99922-9333,"point_of_interest, health, establishment",,Google Places Advanced,"Healthtech in Curitiba, PR","Curitiba, PR",Healthtech
LabTech Saúde,http://labtechsaude.com.br/,"R. Buenos Aires, 441 - CONJ 13 ANDAR 01 - Batel, Curitiba - PR, 80250-070, Brazil",4.5,33.0,+55 41 99983-6615,"point_of_interest, establishment",,Google Places Advanced,"Healthtech in Curitiba, PR","Curitiba, PR",Healthtech
HOTMILK,http://hotmilk.pucpr.br/,"R. Imac. Conceição, 1430 - Prado Velho, Curitiba - PR, 80215-182, Brazil",4.7,354.0,+55 41 3271-1390,"consultant, point_of_interest, establishment",,Google Places Advanced,"Healthtech in Curitiba, PR","Curitiba, PR",Healthtech
e-Lifetech,http://e-lifetech.com.br/,"R. João Martinski - Cajuru, Curitiba - PR, 82950-140, Brazil",,,+55 41 98712-3715,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Healthtech in Curitiba, PR","Curitiba, PR",Healthtech
Curityba Biotech,http://www.curitybabiotech.com.br/,"R. Prof. Pedro Viriato Parigot de Souza, 5300 - Bloco Marrom, Curitiba - PR, 81280-330, Brazil",5.0,14.0,+55 41 99234-9202,"point_of_interest, establishment",,Google Places Advanced,"Healthtech in Curitiba, PR","Curitiba, PR",Healthtech
The Bets Health,https://www.thebetshealth.com.br/,"R. Conselheiro Laurindo, 502 - Centro, Curitiba - PR, 80060-100, Brazil",,,+55 41 99945-7445,"consultant, point_of_interest, health, establishment",,Google Places Advanced,"Healthtech in Curitiba, PR","Curitiba, PR",Healthtech
Sonograf Equipamentos Médicos Ltda.,https://sonograf.com.br/,"R. Cabral, 116 - Rio Branco, Porto Alegre - RS, 90420-120, Brazil",5.0,20.0,+55 51 4063-8323,"point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Porto Alegre, RS","Porto Alegre, RS",Fabricante de Equipamentos Médicos
Lifecor Comércio Produtos Hospitalares Ltda,,"R. Domingos Crescêncio, 818 - Santana, Porto Alegre - RS, 90650-090, Brazil",4.6,11.0,+55 51 3219-4026,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Porto Alegre, RS","Porto Alegre, RS",Indústria de Materiais Hospitalares
Vital Produtos Médico-Hospitalares Ltda,,"R. Jacinto Gomes, 36 - Santana, Porto Alegre - RS, 90040-270, Brazil",3.7,3.0,+55 51 3335-3420,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Porto Alegre, RS","Porto Alegre, RS",Indústria de Materiais Hospitalares
Agilmed Comercio de Medicamentos Ltda.,http://www.agilmedrs.com.br/,"R. Sarmento Leite, 876 - Cidade Baixa, Porto Alegre - RS, 90050-170, Brazil",4.9,23.0,+55 51 3337-1001,"store, point_of_interest, health, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Porto Alegre, RS","Porto Alegre, RS",Indústria de Materiais Hospitalares
MK Produtos Médico Hospitalares Ltda,,"R. Portuguesa, 455 - Partenon, Porto Alegre - RS, 90650-120, Brazil",3.0,2.0,+55 51 3315-1787,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Porto Alegre, RS","Porto Alegre, RS",Indústria de Materiais Hospitalares
Multirad Comércio de Material Hospitalar Ltda,http://multirad.com.br/,"R. Piauí, 77 - Santa Maria Goretti, Porto Alegre - RS, 91030-320, Brazil",4.4,12.0,+55 51 3341-8000,"consultant, point_of_interest, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Porto Alegre, RS","Porto Alegre, RS",Indústria de Materiais Hospitalares
Eunice Soluções Produtos Odontológicos,,"Av. Otávio Rocha, 134 - Centro Histórico, Porto Alegre - RS, 90020-150, Brazil",4.8,5.0,+55 51 3029-0264,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Porto Alegre, RS","Porto Alegre, RS",Fabricante de Produtos Odontológicos
Ortero Implantes,,"Av. Protásio Alves, 4530 - Loja 01 - Chácara das Pedras, Porto Alegre - RS, 91310-000, Brazil",5.0,90.0,+55 51 98342-1158,"dental_clinic, dentist, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Porto Alegre, RS","Porto Alegre, RS",Fabricante de Implantes Dentários
IMPLANTE DENTÁRIO E PRÓTESE PROTOCOLO ZONA SUL PORTO ALEGRE,,"Av. Eduardo Prado, 1954 - Lj. 117 - Cavalhada, Porto Alegre - RS, 91751-000, Brazil",5.0,2.0,+55 51 99617-1895,"dentist, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Porto Alegre, RS","Porto Alegre, RS",Fabricante de Implantes Dentários
Laboratório Kayzer Yamada,,"R. Gen. Andrade Neves, 159/91 - Centro Histórico, Porto Alegre - RS, 90010-210, Brazil",5.0,4.0,+55 51 3224-9630,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Porto Alegre, RS","Porto Alegre, RS",Fabricante de Implantes Dentários
Prosul-Comércio e Importação de Materiais Médico,,"R. Gen. Tasso Fragoso, 55 - Passo d'Areia, Porto Alegre - RS, 90520-580, Brazil",5.0,3.0,+55 51 3335-3133,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Instrumentos Cirúrgicos in Porto Alegre, RS","Porto Alegre, RS",Fabricante de Instrumentos Cirúrgicos
RS Médica,,"R. Edmundo Bastian, 116 - Cristo Redentor, Porto Alegre - RS, 91150-023, Brazil",3.2,13.0,+55 51 3362-1221,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Instrumentos Cirúrgicos in Porto Alegre, RS","Porto Alegre, RS",Fabricante de Instrumentos Cirúrgicos
BIMEX - PORTO ALEGRE,,"Rua Alameda 3 de Outubro, 795 - Sarandi, Porto Alegre - RS, 91010-000, Brazil",5.0,1.0,+55 51 3208-1267,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Instrumentos Cirúrgicos in Porto Alegre, RS","Porto Alegre, RS",Fabricante de Instrumentos Cirúrgicos
Oncomed Medicamentos Especiais,,"Av. Getúlio Vargas, 1157/905 - Menino Deus, Porto Alegre - RS, 90150-005, Brazil",4.9,70.0,+55 51 3369-5000,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Porto Alegre, RS","Porto Alegre, RS",Indústria Farmacêutica
Laboratório Kraemer,,"R. Me. Ana, 241 - Glória, Porto Alegre - RS, 91720-070, Brazil",4.9,14.0,+55 51 3336-9066,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Porto Alegre, RS","Porto Alegre, RS",Indústria Farmacêutica
Geyer Medicamentos S.A.,,"R. Pelotas, 320 - Floresta, Porto Alegre - RS, 90220-110, Brazil",4.2,5.0,+55 51 3092-7200,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Porto Alegre, RS","Porto Alegre, RS",Indústria Farmacêutica
AkosPharma,,"R. dos Andradas, 1711 - Centro Histórico, Porto Alegre - RS, 90020-013, Brazil",5.0,5.0,+55 51 98500-0568,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Porto Alegre, RS","Porto Alegre, RS",Indústria Farmacêutica
IFAL Indústria e Comércio de Produtos Farmacêuticos Ltda,http://www.ifal.com.br/,"Av. Jose Loureiro da Silva, 1211 - Carvalho Bastos, Camaquã - RS, 96784-072, Brazil",4.5,15.0,+55 51 2127-0333,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Porto Alegre, RS","Porto Alegre, RS",Indústria Farmacêutica
LJB DISTRIBUIDORA LTDA,,"Av. Ecoville, 69 - Sarandi, Porto Alegre - RS, 91150-410, Brazil",5.0,60.0,+55 51 3076-9755,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Porto Alegre, RS","Porto Alegre, RS",Distribuidora de Medicamentos e Correlatos
Brasifar Distribuidora de medicamentos ltda,,"Av. João XXIII, 455 - São Sebastião, Porto Alegre - RS, 91060-100, Brazil",4.0,1.0,+55 51 3377-8733,"point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Porto Alegre, RS","Porto Alegre, RS",Distribuidora de Medicamentos e Correlatos
Dimed S/A - Distribuidora de Medicamentos,http://dimed.com.br/,"R. Vicente da Fontoura, 2759 - Rio Branco, Porto Alegre - RS, 90640-002, Brazil",3.0,10.0,,"drugstore, pharmacy, health, point_of_interest, store, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Porto Alegre, RS","Porto Alegre, RS",Distribuidora de Medicamentos e Correlatos
COPEXMED Distribuidora de Medicamentos e Material Hospitalar,,"Av. Brasília, 305 - Vila Ipiranga, Porto Alegre - RS, 91371-140, Brazil",,,+55 51 3737-7124,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Porto Alegre, RS","Porto Alegre, RS",Distribuidora de Medicamentos e Correlatos
MEDLOG Comercio de Produtos Médicos Ltda,,"Torre B - Av. Assis Brasil, 4550 - Sala 706 - São Sebastião, Porto Alegre - RS, 91110-000, Brazil",5.0,2.0,+55 51 3085-2485,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Porto Alegre, RS","Porto Alegre, RS",Distribuidora de Medicamentos e Correlatos
Visão Dist. de Medicamentos Ltda,,"Av. Brino, 221 - Santa Maria Goretti, Porto Alegre - RS, 91030-280, Brazil",5.0,2.0,+55 51 3012-4681,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Porto Alegre, RS","Porto Alegre, RS",Distribuidora de Medicamentos e Correlatos
RCC Distribuidora - Bommed,,"R. Buarque de Macedo, 296 - São Geraldo, Porto Alegre - RS, 90230-250, Brazil",5.0,2.0,+55 51 3208-0808,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Porto Alegre, RS","Porto Alegre, RS",Distribuidora de Medicamentos e Correlatos
Official Produtos para Saúde,,"Av. Eng. Francisco Rodolfo Simch, 117 - Sarandi, Porto Alegre - RS, 91130-210, Brazil",,,+55 51 98227-2829,"wholesaler, point_of_interest, health, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Porto Alegre, RS","Porto Alegre, RS",Importadora de Produtos para Saúde
PHD produtos hospitalares,,"R. Sérgio Jungblut Dieterich, 880 - Building 7 - Sarandi, Porto Alegre - RS, 91060-410, Brazil",5.0,2.0,+55 51 3348-2927,"point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Porto Alegre, RS","Porto Alegre, RS",Logística Hospitalar
Med@x,https://grupomedax.com.br/,"Rua - R. Berto Círio, 535 - Pavilhão A - São Luís, Canoas - RS, 92420-030, Brazil",4.9,12.0,+55 51 99891-3140,"point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Porto Alegre, RS","Porto Alegre, RS",Logística Hospitalar
LisLab Prótese Dental,,"R. dos Andradas, 1464 - sala 90 - Centro Histórico, Porto Alegre - RS, 90020-010, Brazil",5.0,1.0,+55 51 3211-1133,"health, point_of_interest, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Porto Alegre, RS","Porto Alegre, RS",Laboratório de Prótese Dentária Digital
Sperry Tecnologia,https://www.sperrytecnologia.com.br/,"Av. Carlos Gomes, 1610 - Cj. 607 - Três Figueiras, Porto Alegre - RS, 90480-002, Brazil",5.0,95.0,+55 51 3737-4357,"telecommunications_service_provider, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Porto Alegre, RS","Porto Alegre, RS",Empresa de Tecnologia em Saúde
EcoSistemas Gestão e Tecnologia LTDA,https://www.ecosistemasti.com.br/,"Av. Getúlio Vargas, 1157 - sala 801 - Menino Deus, Porto Alegre - RS, 90150-005, Brazil",5.0,2.0,+55 51 99119-4146,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Porto Alegre, RS","Porto Alegre, RS",Empresa de Tecnologia em Saúde
Gtech Brasil Holdings,,"Av. João Wallig, 448 - Passo d'Areia, Porto Alegre - RS, 91340-000, Brazil",,,+55 51 3217-3274,"general_contractor, point_of_interest, establishment",,Google Places Advanced,"Healthtech in Porto Alegre, RS","Porto Alegre, RS",Healthtech
Brain Institute of Rio Grande do Sul,https://inscer.pucrs.br/br/home,"Av. Ipiranga, 6690 - Jardim Botânico, Porto Alegre - RS, 90610-000, Brazil",3.9,109.0,+55 51 3320-5900,"health, point_of_interest, establishment",,Google Places Advanced,"Healthtech in Porto Alegre, RS","Porto Alegre, RS",Healthtech
South Summit Brazil,https://www.southsummit.co/brazil/,"Av. Mauá, 1050 - Centro Histórico, Porto Alegre - RS, 90010-110, Brazil",4.4,179.0,,"event_venue, point_of_interest, establishment",,Google Places Advanced,"Healthtech in Porto Alegre, RS","Porto Alegre, RS",Healthtech
Santa Casa Hospital,https://www.santacasa.org.br/,"Rua Professor Annes Dias, 295 - Centro Histórico, Porto Alegre - RS, 90020-090, Brazil",3.7,1257.0,+55 51 3214-8000,"doctor, hospital, health, point_of_interest, establishment",,Google Places Advanced,"Healthtech in Porto Alegre, RS","Porto Alegre, RS",Healthtech
Clínica Marquesa,,"R. Padre Chagas, 66 - Conj. 708 - Moinhos de Vento, Porto Alegre - RS, 90570-080, Brazil",4.8,249.0,,"consultant, health, point_of_interest, store, establishment",,Google Places Advanced,"Healthtech in Porto Alegre, RS","Porto Alegre, RS",Healthtech
Pro Medical Campinas - Aluguel Locação de Equipamento Hospitalar,,"R. Eleutério Rodrigues, 285 - Vila Nova, Campinas - SP, 13073-066, Brazil",5.0,489.0,+55 19 98345-8129,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Campinas, SP","Campinas, SP",Fabricante de Equipamentos Médicos
Bakken Hospitalar,http://bakkenhospitalar.com.br/,"R. Antônio Haddad, 185 - Parque Via Norte, Campinas - SP, 13065-702, Brazil",4.3,6.0,+55 19 4062-0225,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Campinas, SP","Campinas, SP",Fabricante de Equipamentos Médicos
Círurgica Resolution Artigos Hospitalares,,"Av. Andrade Neves, 1579 - Jardim Chapadão, Campinas - SP, 13070-000, Brazil",5.0,11.0,+55 19 3213-2051,"health, store, point_of_interest, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Campinas, SP","Campinas, SP",Indústria de Materiais Hospitalares
Odonto Design,,"R. Dom Pedro I, 603 - Jardim Brasil, Campinas - SP, 13073-003, Brazil",5.0,19.0,+55 19 3579-2253,"store, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Campinas, SP","Campinas, SP",Fabricante de Produtos Odontológicos
Dental Ideal,,"R. da Abolição, 1844 - Pte. Preta, Campinas - SP, 13041-445, Brazil",3.4,17.0,+55 19 3775-9660,"store, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Campinas, SP","Campinas, SP",Fabricante de Produtos Odontológicos
Areta Dental Prod Odont,,"R. da Abolição, 2034 - Vila Joaquim Inacio, Campinas - SP, 13041-445, Brazil",5.0,1.0,+55 11 98323-2582,"store, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Campinas, SP","Campinas, SP",Fabricante de Produtos Odontológicos
CDA convênio odontológico Campinas,,"Rua Barão de Jaguara - Centro, Campinas - SP, 13015-001, Brazil",3.5,13.0,,"store, point_of_interest, health, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Campinas, SP","Campinas, SP",Fabricante de Produtos Odontológicos
Prime Implantes,,"Av. Andrade Neves, 2412 - 92 - Jardim Chapadão, Campinas - SP, 13070-001, Brazil",4.0,13.0,+55 19 3213-1510,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Campinas, SP","Campinas, SP",Fabricante de Implantes Dentários
Fontes & Pavan Oral Studio Consultorio Odontológico,https://www.fontespavan.com.br/,"Av. José de Sousa Campos, 1815 - Cambuí, Campinas - SP, 13015-002, Brazil",5.0,355.0,+55 19 99375-4039,"dental_clinic, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Campinas, SP","Campinas, SP",Fabricante de Implantes Dentários
Dr. Luis Schweller,https://lgimplantes.com.br/,"R. Clóvis Beviláqua, 243 - sala 27 - Jardim Guanabara, Campinas - SP, 13073-021, Brazil",5.0,21.0,+55 19 99491-5275,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Campinas, SP","Campinas, SP",Fabricante de Implantes Dentários
