Company,Website,Lead_Score,Email,Decision_Maker,Employees,Years_Active,City,State,FDA_Certified,CE_Certified,Products,LinkedIn_Company,Perplexity_Segment,Perplexity_City,Perplexity_State,Perplexity_Decision_Makers,Perplexity_Notes,Status,Nome Empresa,Address,Phone,Source,Predicted_Score,V2_Score,Renner_Score,Enrichment_Status,Scraped_Emails,Decision_Makers_Deep,LinkedIn_Person,Confidence_Score
Manancial Medical,https://www.manancialmedical.com.br/,5.0,sac@manancialmedical.com.br,,0,0,,,False,False,,,,,,,,New Lead,Manancial Medical,"R. Sr. do Bonfim, 929 - Santa Maria, Vespasiano - MG, 33205-230, Brazil",55 31 3991-0184,Google Places API,2.5,2.5,0.0,Complete,vendas2@apoioadm.com.br,,,70
Dental Speed ​​Graph,https://www.dentalspeed.com/,5.0,atendimento@dentalspeed.com,,0,0,,,False,False,,,,,,,,New Lead,Dental Speed ​​Graph,"R. Sen. Carlos Gomes de Oliveira, 800 - Galpão 04 - Distrito Industrial, São José - SC, 88104-785, Brazil",55 800 701 6870,Google Places API,2.5,2.5,0.0,Complete,atendimento@dentalspeed.com,,,70
Odonto Dental - Produtos Odontológicos,http://www.odontodental.com.br/,4.0,contato@odontodental.com.br,,0,13,,,False,False,,,,,,,,New Lead,Odonto Dental - Produtos Odontológicos,"R. Humberto de Campos, 140 - Sala 2 - América, Joinville - SC, 89204-220, Brazil",55 47 3013-1111,Google Places API,2.5,2.5,0.0,Complete,contato@odontodental.com.br,,,70
Range Med,http://www.rangemed.com.br/,4.0,rangemed@rangemed.com.br,,0,0,,,False,False,,,,,,,,New Lead,Range Med,"R. Cel. Xavier de Toledo, 161 - CJ 803 - República, São Paulo - SP, 01048-100, Brazil",55 11 96782-1301,Google Places API,2.5,2.5,0.0,Complete,rangemed@rangemed.com.br,,,70
SISPACK MEDICAL,http://www.sispack.com.br/,4.0,sales@www.sispack.com.br,,0,0,,,False,False,,,,,,,,New Lead,SISPACK MEDICAL,"R. Doze de Setembro, 1173 - Vila Guilherme, São Paulo - SP, 02052-001, Brazil",55 11 2955-2222,Google Places API,2.5,2.5,0.0,Complete,,,,70
Instituto Victor Simões - Implante Dental | Lentes de Contato | Próteses | Invisalign | Harmonização Facial em Vitória,http://drvictorsimoes.com.br/,1.0,,,0,0,"Vitória, ES",ES,False,False,,,,,,,,New Lead,Instituto Victor Simões - Implante Dental | Lentes de Contato | Próteses | Invisalign | Harmonização Facial em Vitória,"Instituto Victor Simões - R. João da Cruz, 195 - SALA 202 - Praia do Canto, Vitória - ES, 29055-620, Brazil",55 27 99997-0599,Google Places Advanced,2.5,2.5,0.0,Pending,,,,70
Engemed Equipamentos Médico Hospitalares,http://www.engemed.com/,1.0,,,0,0,,,False,False,,,,,,,,New Lead,Engemed Equipamentos Médico Hospitalares,"R. Jardelina de Almeida Lopes, 85 - Parque Santana, Mogi das Cruzes - SP, 08730-660, Brazil",55 11 4722-4866,Google Places API,2.5,2.5,0.0,Complete,vendas@engemed.com,,,70
Therapin,http://therapin.com.br/,1.0,,,0,0,,,False,False,,,,,,,,New Lead,Therapin,"R. Capital Federal, 79 - Sumaré, São Paulo - SP, 01259-010, Brazil",55 11 3136-0986,Google Places API,2.5,2.5,0.0,Complete,vendas@therapin.com,,,70
Lumiar Healthcare Porto Alegre,https://portal.lumiarsaude.com.br/unidades/porto-alegre-rs/,7.0,contact@portal.lumiarsaude.com.br,Lauro Mingues - General Director; Carlos Rosa - Chief Technology Officer,0,0,,,True,False,,https://www.linkedin.com/company/lumiar-health-care,,,,,,New Lead,Lumiar Healthcare Porto Alegre,"R. Câncio Gomes, 496 - Floresta, Porto Alegre - RS, 90220-060, Brazil",55 51 99701-2214,Google Places API,2.0,2.0,0.0,Complete,,,,80
MG Medical - Soluções Hospitalares,http://www.mgmedical.med.br/,4.0,contato@mgmedical.med.br,Pietro Moraes Lambert - Sócio-Administrador; Welington do Carmo Lambert - Sócio-Administrador,0,10,,,False,False,,,,,,,,New Lead,MG Medical - Soluções Hospitalares,"Av. Luís Antônio Carvalho, 179 - Vila Mariana, Cambuí - MG, 37600-000, Brazil",55 35 3431-4443,Google Places API,1.5,1.5,0.0,Complete,contato@mgmedical.med.br,,,70
Neodent Campinas,https://www.neodent.com.br/noticias/neodent-inaugura-filial-em-campinas-2/,5.0,contact@www.neodent.com.br,Alexei Costa - Executive Vice President Latin America and President Neodent; Matthias Schupp - CEO Neodent,0,0,"Campinas, SP",SP,False,False,,https://www.linkedin.com/company/neodent,,,,,,New Lead,Neodent Campinas,"Av. José de Sousa Campos, 900 - Nova Campinas, Campinas - SP, 13092-123, Brazil",55 800 707 2526,Google Places Advanced,1.5,1.5,0.0,Pending,,,,70
Neodent Rio de Janeiro,https://www.neodent.com.br/noticias/filial-da-neodent-no-rj-agora-em-novo-endere%C3%A7o/,5.0,contact@www.neodent.com.br,Matthias Schupp - CEO; Dr. Geninho Thomé - Founder and Chairman of the Board of Directors,0,0,"Rio de Janeiro, RJ",RJ,False,False,,https://www.linkedin.com/company/neodent/,,,,,,New Lead,Neodent Rio de Janeiro,"Praia de Botafogo, 440, Sala 1601 - 16º Andar - Botafogo, Rio de Janeiro - RJ, 22250-040, Brazil",55 800 707 2526,Google Places Advanced,1.5,1.5,0.0,Pending,,,,70
LINK DISTRIBUICAO DE PRODUTOS ORTOPEDICOS DO BRASIL LTDA,https://www.linkorthopaedics.com/pt,8.0,carlos.alves@linkbrasil.de,"Sergej Kristal (CEO), Peter Willenborg (CEO)",0,0,,,False,False,,,,,,,,New Lead,LINK DISTRIBUICAO DE PRODUTOS ORTOPEDICOS DO BRASIL LTDA,"R. Inácio Luís da Costa, 1632 - Salas 5 e 6 - Parque Sao Domingos, São Paulo - SP, 05112-010, Brazil",55 11 3835-9513,Google Places API,1.5,1.5,0.0,Complete,carlos.alves@linkbrasil.de,"[{""name"": ""Peter Willenborg"", ""title"": ""CEO"", ""confidence"": ""high""}, {""name"": ""Jörg Stüker"", ""title"": ""CEO"", ""confidence"": ""high""}, {""name"": ""Sergej Kristal"", ""title"": ""CEO"", ""confidence"": ""high""}]",,80
NEODENT HUB,https://shop.straumann.com/neodent/br/pt_br,5.0,eshop.brasil@straumann.com,Matthias Schupp - CEO; Geninho Thomé - Founder and Chairman of the Board of Directors,0,0,"São Paulo, SP",SP,False,False,,https://www.linkedin.com/company/neodent/,,,,,,New Lead,NEODENT HUB,"Rua Cayowaá, 682 - Perdizes, São Paulo - SP, 05018-000, Brazil",55 11 3728-2700,Google Places Advanced,1.5,1.5,0.0,Pending,eshop.brasil@straumann.com,,,70
Neodent Florianópolis,https://www.neodent.com.br/fale-conosco/,5.0,contact@www.neodent.com.br,Matthias Schupp - CEO; Dr. Geninho Thomé - Founder and Chairman of the Board of Directors,0,0,"Florianópolis, SC",SC,False,False,,https://www.linkedin.com/company/neodent/,,,,,,New Lead,Neodent Florianópolis,"Av. Prof. Othon Gama D'Eça, 677 - Salas 104 a 107 - Centro, Florianópolis - SC, 88015-240, Brazil",55 800 707 2526,Google Places Advanced,1.5,1.5,0.0,Pending,,,,70
Evident Dental - Produtos para Prótese Odontológica,http://www.evidentdental.com.br/,4.0,info@www.evidentdental.com.br,Paolo Kalaw - Chairman and CEO,0,0,,,False,False,,https://www.linkedin.com/company/evident-digital,,,,,,New Lead,Evident Dental - Produtos para Prótese Odontológica,"R. Mal. Deodoro, 503 - Cj. 103 - 1º Andar - Centro, Curitiba - PR, 80020-320, Brazil",55 41 3322-5069,Google Places API,1.5,1.5,0.0,Complete,,,,70
Straumann Brasil,http://www.straumann.com.br/,4.0,contato@www.straumann.com.br,Matthias Schupp - CEO of Neodent and EVP of the Straumann Group in Latin America; Dr Geninho Thomé - Scientific President & President of the Board of Neodent (former CEO and co-founder),0,0,"Curitiba, PR",PR,False,False,,https://www.linkedin.com/company/straumann/,,,,,,New Lead,Straumann Brasil,"R. Benjamin Lins, 742 - Batel, Curitiba - PR, 80420-100, Brazil",55 41 2169-1000,Google Places Advanced,1.5,1.5,0.0,Pending,,,,70
Neodent Brasília,https://www.straumann.com/neodent/br/pt/profissionais.html,5.0,sales@www.straumann.com,Alexei Costa - Executive Vice President Latin America and President Neodent,0,0,"Brasília, DF",DF,False,False,,https://www.linkedin.com/company/neodent/,,,,,,New Lead,Neodent Brasília,"SHS Quadra 06, Conjunto A Bloco C, Lojas 64,68,72,76 - Asa Sul, Brasília - DF, 70322-915, Brazil",55 800 707 2526,Google Places Advanced,1.5,1.5,0.0,Pending,,,,70
Arthrex,https://www.arthrex.com,4.0,info@www.arthrex.com,Reinhold Schmieding - President and Founder; Ryan Pearson - President,0,0,,,False,False,,https://www.linkedin.com/company/arthrex-inc-,,,,,,New Lead,Arthrex,,,Perplexity Discovery,1.5,1.5,0.0,Pending,,,,70
Clinrio Produtos Médico - Hospitalares.,http://www.clinrio.com.br/,7.0,contato@clinrio.com.br,Presidente Vargas (Presidente),0,0,,,False,False,,,,,,,,New Lead,Clinrio Produtos Médico - Hospitalares.,"Av: Presidente Vargas, 590 - Sala: 510 - Centro, Rio de Janeiro - RJ, 20071-000, Brazil",55 21 3983-3300,Google Places API,1.5,1.5,0.0,Complete,contato@clinrio.com.br,"[{""name"": ""Produtos Médico"", ""title"": ""Presidente"", ""confidence"": ""medium""}, {""name"": ""Hospitalares Ltda"", ""title"": ""Presidente"", ""confidence"": ""medium""}, {""name"": ""Presidente Vargas"", ""title"": ""Presidente"", ""confidence"": ""high""}, {""name"": ""Está Localizada"", ""title"": ""Presidente"", ""confidence"": ""high""}]",,80
Neodent Recife,https://www.neodent.com.br/fale-conosco/,5.0,contact@www.neodent.com.br,Matthias Schupp - CEO; Dr. Geninho Thomé - Scientific President & President of the Board,0,0,"Recife, PE",PE,False,False,,https://www.linkedin.com/company/neodent/,,,,,,New Lead,Neodent Recife,"Av. Gov. Agamenon Magalhães, 4779 - Ilha do Leite, Recife - PE, 50070-160, Brazil",55 800 707 2526,Google Places Advanced,1.5,1.5,0.0,Pending,,,,70
Neodent,https://neodent.com.br,4.0,comercial@neodent.com.br,Beatriz Zanelatto - CEO of Neodent & EVP Straumann Group LATAM; Alexei Costa - Executive Vice President Latin America and President Neodent,2655,0,,,False,False,,https://www.linkedin.com/company/neodent/,,,,,,New Lead,Neodent,,,Perplexity Discovery,1.5,1.5,0.0,Pending,,,,70
Implantec Brasil | Equipamentos odontológicos,https://www.implantecbrasil.com.br/,7.0,contato@implantecbrasil.com.br,Orlando Oliveiros Campos - CEO; Jarbas Alves - Founder and Director,0,0,,,False,False,,,,,,,,New Lead,Implantec Brasil | Equipamentos odontológicos,"R. João Antônio Cardoso, 192 - Ouro Preto, Belo Horizonte - MG, 31310-390, Brazil",55 31 3498-3326,Google Places API,1.5,1.5,0.0,Complete,contato@implantecbrasil.com.br,"[{""name"": ""Jarbas Alves"", ""title"": ""fundador"", ""confidence"": ""high""}]",,80
HelpMed Implantes,https://www.helpmedimplantes.com.br/,5.0,vendas@www.helpmedimplantes.com.br,,0,0,,,False,False,,,,,,,,New Lead,HelpMed Implantes,"R. Antônio Guedes da Silva, 53 - Sala 3 - Gopouva, Guarulhos - SP, 07093-150, Brazil",55 11 2376-5818,Google Places API,1.5,1.5,0.0,Complete,,,,70
Asamed Distribuidora | Médico-Hospitalar,http://www.asamed.com.br/,4.0,vendas@www.asamed.com.br,,0,0,,,False,False,,,,,,,,New Lead,Asamed Distribuidora | Médico-Hospitalar,"R. da Independência, 1163 - Areias, São José - SC, 88113-280, Brazil",55 48 3034-5714,Google Places API,1.5,1.5,0.0,Complete,,,,70
Dental Business | Produtos para Harmonização Facial e Corporal,http://www.dentalbusiness.com.br/,4.0,info@www.dentalbusiness.com.br,,0,0,,,False,False,,,,,,,,New Lead,Dental Business | Produtos para Harmonização Facial e Corporal,"Av. do Estado Dalmo Vieira, 1555 - 2º Andar - Pioneiros, Balneário Camboriú - SC, 88331-150, Brazil",55 47 99925-1113,Google Places API,1.5,1.5,0.0,Complete,sac@dentalbusiness.com.br,,,70
Neodent Porto Alegre,https://www.neodent.com.br/,5.0,contact@www.neodent.com.br,,0,0,"Porto Alegre, RS",RS,False,False,,,,,,,,New Lead,Neodent Porto Alegre,"Av. Mariland, 777 - 9° andar - São João, Porto Alegre - RS, 90440-191, Brazil",55 800 707 2526,Google Places Advanced,1.5,1.5,0.0,Pending,,,,70
MIS Implantes Brasil,https://misimplantes.com.br/empresa/contato/,5.0,atendimento@dentsplysirona.com,,0,2,,,False,False,,,,,,,,New Lead,MIS Implantes Brasil,"R. Henri Dunant, 873 - Chácara Santo Antônio, São Paulo - SP, 04709-110, Brazil",55 11 3046-2222,Google Places API,1.5,1.5,0.0,Complete,atendimento@dentsplysirona.com,,,70
Art Medical Produtos Médico Hospitalares Ltda,https://artmedical.com.br/,5.0,rafael@artmedical.com.br,,0,0,,,False,False,,,,,,,,New Lead,Art Medical Produtos Médico Hospitalares Ltda,"R. Domingos Crescêncio, 394 - Sala 202 - Santana, Porto Alegre - RS, 90650-090, Brazil",55 51 3231-3415,Google Places API,1.5,1.5,0.0,Complete,artmedical@artmedical.net,,,70
São Paulo Surgical,http://saopaulosurgical.com.br/contato/,4.0,info@saopaulosurgical.com.br,,0,0,,,False,False,,,,,,,,New Lead,São Paulo Surgical,"Ed. Thera Office - Av. Engenheiro Luís Carlos Berrini, 105 - sala 1201, 12º andar - Cidade Monções, São Paulo - SP, 04571-010, Brazil",55 11 3504-1570,Google Places API,1.5,1.5,0.0,Complete,,,,70
IDC Implant & Dental Company,https://www.idcimplant.com/it/,4.0,info@idcimplant.com,,0,0,,,False,False,,,,,,,,New Lead,IDC Implant & Dental Company,"Viale Europa, 126/o/p, 55012 Capannori LU, Italy",39 0583 308371,Google Places API,1.5,1.5,0.0,Complete,info@idcimplant.com,,,70
Efetive Produtos Medico Hospitalare,https://medicalprodutos.com.br/fale-conosco/,5.0,vendas@medicalprodutos.com.br,,0,0,,,False,False,,,,,,,,New Lead,Efetive Produtos Medico Hospitalare,"R. das Carmelitas, 634 - Hauer, Curitiba - PR, 81610-070, Brazil",55 41 3042-0997,Google Places API,1.5,1.5,0.0,Complete,vendas@medicalprodutos.com.br,,,70
Hospitalar Distribuidora,http://www.hospitalardistribuidora.com.br/,4.0,vendas@hospitalardistribuidora.com.br,,0,0,,,False,False,,,,,,,,New Lead,Hospitalar Distribuidora,"R. Adílio Artoni, 46 - Jardim Petropolis, Pres. Prudente - SP, 19060-340, Brazil",55 18 3221-2232,Google Places API,1.5,1.5,0.0,Complete,vendas@hospitalardistribuidora.com.br,,,70
Ilha Dental,http://www.ilhadental.com.br/,4.0,comercial@www.ilhadental.com.br,,0,0,,,False,False,,,,,,,,New Lead,Ilha Dental,"R. Duarte Schutel, 89 - Centro, Florianópolis - SC, 88015-640, Brazil",55 48 3225-2359,Google Places API,1.5,1.5,0.0,Complete,,,,70
JV Food Distributor,https://www.jvalimentosba.com/,7.0,contato.jvalimentos@gmail.com,Avenida Presidente Castelo Branco (Presidente),0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,JV Food Distributor,"Av. Pres. Castelo Branco, 610 - Nazaré, Salvador - BA, 40050-425, Brazil",55 71 98622-9096,Google Places Advanced,1.0,1.0,0.0,Pending,contato.jvalimentos@gmail.com,"[{""name"": ""Avenida Presidente Castelo Branco"", ""title"": ""Presidente"", ""confidence"": ""high""}]",,80
byCAD | dentaldesing,http://www.bycad.com.br/,7.0,vendas@www.bycad.com.br,"Torre Londres (CEO), Tancredo Neves (CEO)",0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,byCAD | dentaldesing,"CEO Salvador Shopping Torre Londres - Av. Tancredo Neves, 2539 - sala 605 - Caminho das Árvores, Salvador - BA, 41820-021, Brazil",55 71 99167-1818,Google Places Advanced,1.0,1.0,0.0,Pending,,"[{""name"": ""Salvador Shopping"", ""title"": ""CEO"", ""confidence"": ""high""}, {""name"": ""Torre Londres"", ""title"": ""CEO"", ""confidence"": ""high""}, {""name"": ""Tancredo Neves"", ""title"": ""CEO"", ""confidence"": ""high""}, {""name"": ""Caminho das Árvores"", ""title"": ""CEO"", ""confidence"": ""high""}]",,80
Medisil Medicamentos,https://www.medisildistfarma.com/,7.0,contato@www.medisildistfarma.com,Granjas Rurais Presidente Vargas (Presidente),0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,Medisil Medicamentos,"R. da Bolívia, 223 - Granjas Rurais Pres. Vargas, Salvador - BA, 41230-195, Brazil",55 71 3413-8117,Google Places Advanced,1.0,1.0,0.0,Pending,sac@medisil.com.br,"[{""name"": ""Granjas Rurais Presidente Vargas"", ""title"": ""Presidente"", ""confidence"": ""high""}]",,80
Oito Pharma | Farmácia de Medicamentos Especiais,http://www.oitopharma.com.br/,7.0,contato@oitopharma.com.br,"Salvador Shopping (CEO), Torre Nova Iorque (CEO)",0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,Oito Pharma | Farmácia de Medicamentos Especiais,"Edifício CEO Salvador Shopping Torre Nova Iorque - Av. Tancredo Neves, 2539 - Sala 1706 - Caminho das Árvores, Salvador - BA, 41820-021, Brazil",55 800 080 8800,Google Places Advanced,1.0,1.0,0.0,Pending,contato@oitopharma.com.br,"[{""name"": ""Salvador Shopping"", ""title"": ""CEO"", ""confidence"": ""high""}, {""name"": ""Torre Nova Iorque"", ""title"": ""CEO"", ""confidence"": ""high""}]",,80
HealthTech Portugal,https://healthtechportugal.com/,6.0,hello@healthtechportugal.com,Francisco Calisto (CEO),0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,HealthTech Portugal,"Edifício do Polo Tecnológico de Lisboa, R. António Champalimaud 109 - Lote 1, 1600-514 Lisboa, Portugal",351 926 082 804,Google Places Advanced,1.0,1.0,0.0,Pending,hello@healthtechportugal.com,"[{""name"": ""Francisco Calisto"", ""title"": ""CEO"", ""confidence"": ""high""}]",,80
Lojão das Clínicas Produtos Médicos e Hospitalares - Recife,https://redelojaodasclinicas.com.br/,8.0,info@redelojaodasclinicas.com.br,Diretor Comercial (Co-fundador),0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Lojão das Clínicas Produtos Médicos e Hospitalares - Recife,"R. das Creoulas, 322 - Loja 4 - sala 7 - Graças, Recife - PE, 52011-270, Brazil",55 81 3221-0662,Google Places Advanced,1.0,1.0,0.0,Pending,,"[{""name"": ""Diretor Comercial"", ""title"": ""Co-fundador"", ""confidence"": ""high""}, {""name"": ""Sócia Co"", ""title"": ""Co-fundadora"", ""confidence"": ""high""}]",,80
Biogenetika,http://biogenetika.com.br/,7.0,comercial@biogenetika.com.br,Rafael Prestes (Diretor),0,0,"Florianópolis, SC",SC,False,False,,,,,,,,New Lead,Biogenetika,"R. Lauro Linhares, 2010 - Sala 703, torre B - Trindade, Florianópolis - SC, 88036-002, Brazil",55 11 99591-1191,Google Places Advanced,1.0,1.0,0.0,Pending,comercial@biogenetika.com.br,"[{""name"": ""Rafael Prestes"", ""title"": ""Diretor técnico"", ""confidence"": ""high""}, {""name"": ""Diretora Médica"", ""title"": ""Diretora"", ""confidence"": ""high""}]",,80
CLINICA IMPLANTE MASTER,https://implantemaster.com.br/,7.0,info@implantemaster.com.br,Implante Master (fundador),0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,CLINICA IMPLANTE MASTER,"R. Ismar Araújo, 05 - Pau da Lima, Salvador - BA, 41235-010, Brazil",55 71 98735-5383,Google Places Advanced,1.0,1.0,0.0,Pending,,"[{""name"": ""Implante Master"", ""title"": ""fundador"", ""confidence"": ""medium""}]",,80
Implante Master Alfredo Nelli - implante dentário-Dentista em Salvador,https://implantemaster.com.br/?utm_source=gmeunegocio&utm_campaign=gmn,7.0,info@implantemaster.com.br,Implante Master (fundador),0,0,"Salvador, BA",BA,False,False,,,,,,,,New Lead,Implante Master Alfredo Nelli - implante dentário-Dentista em Salvador,"R. Altino Serbeto de Barros, 241 - Salas 1303/1304 - Pituba, Salvador - BA, 41830-492, Brazil",55 71 3354-4555,Google Places Advanced,1.0,1.0,0.0,Pending,,"[{""name"": ""Implante Master"", ""title"": ""fundador"", ""confidence"": ""medium""}]",,80
"DGS Brasil, Grupo Dedalus",https://www.dedalus.com/brasil/pt-pt,5.0,comercial@www.dedalus.com,"Diretor Financeiro (Diretor), Sociedade Espanhola (Sócio)",0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,"DGS Brasil, Grupo Dedalus","Praça de Casa Forte, 426 - 5 andar - Casa Forte, Recife - PE, 52061-420, Brazil",55 81 3267-1400,Google Places Advanced,1.0,1.0,0.0,Pending,,,,70
Hospfar Ind. E Comércio de Produtos Hospitalares SA - DF,http://www.hospfar.com.br/,6.0,sac@www.hospfar.com.br,Diretor Superintendente (Diretor),0,0,"Brasília, DF",DF,False,False,,,,,,,,New Lead,Hospfar Ind. E Comércio de Produtos Hospitalares SA - DF,"SIA/SUL Trecho 3 Lotes 1700/1710 - SIA, Brasília - DF, 71200-030, Brazil",55 61 3403-3500,Google Places Advanced,1.0,1.0,0.0,Pending,,"[{""name"": ""Diretor Superintendente"", ""title"": ""Diretor"", ""confidence"": ""high""}]",,80
Ti.Saúde,https://www.tisaude.com/,8.0,sales@www.tisaude.com,Fred Rabelo (CEO),0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Ti.Saúde,"R. Mariz e Barros, 311 - Recife, PE, 50030-120, Brazil",55 81 4101-1751,Google Places Advanced,1.0,1.0,0.0,Pending,contato@tisaude.com,"[{""name"": ""Fred Rabelo"", ""title"": ""CEO"", ""confidence"": ""high""}, {""name"": ""Flávio Rabelo"", ""title"": ""COO"", ""confidence"": ""high""}, {""name"": ""Fábio Revorêdo"", ""title"": ""CMO"", ""confidence"": ""high""}, {""name"": ""Diretor Médico"", ""title"": ""Diretor"", ""confidence"": ""high""}, {""name"": ""Clínica Cirúrgica"", ""title"": ""Diretor"", ""confidence"": ""high""}]",,80
IMEC - Indústria de Medicamentos,https://imecfarmaceutica.com.br/,8.0,sac@laboratorioimec.com.br,"Djalma Bezerra (Presidente), Diretor Gilson Castelo Branco (Presidente)",0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,IMEC - Indústria de Medicamentos,"Av. Gerson Gonçalves de Lima, 1608 - Macambira, Custódia - PE, 56640-000, Brazil",55 87 3411-0031,Google Places Advanced,1.0,1.0,0.0,Pending,sac@laboratorioimec.com.br,"[{""name"": ""Farmacêutica Djalma Bezerra"", ""title"": ""Presidente"", ""confidence"": ""high""}, {""name"": ""Diretor Gilson Castelo Branco"", ""title"": ""Presidente"", ""confidence"": ""high""}]",,80
Dinâmika Soluções,http://www.dinamikasolucoes.com.br/,7.0,contato@dinamikasolucoes.com.br,Bairro Novo (Presidente),0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Dinâmika Soluções,"R. Pinto Júnior, 48 - Prado, Recife - PE, 53140-010, Brazil",55 81 3099-1010,Google Places Advanced,1.0,1.0,0.0,Pending,contato@dinamikasolucoes.com.br,"[{""name"": ""Presidente Getúlio Vargas"", ""title"": ""Presidente"", ""confidence"": ""high""}, {""name"": ""Bairro Novo"", ""title"": ""Presidente"", ""confidence"": ""high""}]",,80
Pro Delphus Simuladores Cirúrgicos,http://www.prodelphus.com/,6.0,contato@prodelphus.com.br,Pro Delphus (Founder),0,0,"Recife, PE",PE,False,False,,,,,,,,New Lead,Pro Delphus Simuladores Cirúrgicos,"R. Prof. Alfeu Rabêlo, 169 - Casa Caiada, Olinda - PE, 53130-420, Brazil",55 81 97109-6821,Google Places Advanced,1.0,1.0,0.0,Pending,contato@prodelphus.com.br,"[{""name"": ""Pro Delphus"", ""title"": ""Founder"", ""confidence"": ""high""}]",,80
Dynamox,https://dynamox.net/,8.0,vendas@dynamox.net,"Alexandre Ferreira (CEO), Guillaume Barrault (CEO)",0,0,"Florianópolis, SC",SC,False,False,,,,,,,,New Lead,Dynamox,"Condomínio Ybirá - R. Cel. Luiz Caldeira, 67 - bloco C - Itacorubi, Florianópolis - SC, 88034-110, Brazil",55 48 3024-5858,Google Places Advanced,1.0,1.0,0.0,Pending,,"[{""name"": ""Sysmarine Ltda"", ""title"": ""CEO"", ""confidence"": ""medium""}, {""name"": ""Guillaume Barrault"", ""title"": ""CEO"", ""confidence"": ""high""}, {""name"": ""Alexandre Ferreira"", ""title"": ""CEO"", ""confidence"": ""high""}]",,80
Associação dos Técnicos em Prótese Dentária no Estado de São Paulo,http://www.apdcr.com.br/,7.0,atendimento@www.apdcr.com.br,"Vice Diretor Financeiro (Diretor), Vice Presidente (Presidente)",0,0,"Campinas, SP",SP,False,False,,,,,,,,New Lead,Associação dos Técnicos em Prótese Dentária no Estado de São Paulo,"R. Francisco Bueno Lacerda, 287 - Parque Italia, Campinas - SP, 13036-265, Brazil",55 19 3277-0905,Google Places Advanced,1.0,1.0,0.0,Pending,,"[{""name"": ""Vice Presidente"", ""title"": ""Vice Presidente"", ""confidence"": ""high""}, {""name"": ""Diretora Administrativa"", ""title"": ""Diretora"", ""confidence"": ""high""}, {""name"": ""Vice Diretora Administrativa"", ""title"": ""Diretora"", ""confidence"": ""high""}, {""name"": ""Diretora Financeira"", ""title"": ""Diretora"", ""confidence"": ""high""}, {""name"": ""Vice Diretor Financeiro"", ""title"": ""Diretor Financeiro"", ""confidence"": ""high""}]",,80
Andbem Ortopedia há 56 anos - Clínica de Órteses e Próteses,https://www.andbem.com.br/,8.0,clinica@andbem.com.br,Diretor Andbem (Diretor),0,0,"Campinas, SP",SP,False,False,,,,,,,,New Lead,Andbem Ortopedia há 56 anos - Clínica de Órteses e Próteses,"Av. Benjamin Constant, 475 - Centro, Campinas - SP, 13010-140, Brazil",55 (19) 99471-1631,Google Places Advanced,1.0,1.0,0.0,Pending,clinica@andbem.com.br,"[{""name"": ""Fundador da Andbem"", ""title"": ""Fundador"", ""confidence"": ""high""}, {""name"": ""Diretor Andbem"", ""title"": ""Diretor"", ""confidence"": ""high""}]",,80
Ragi Medical,https://ragimedical.com.br/,8.0,comercial@ragimedical.com.br,Conselho Diretor (Diretor),0,0,"Campinas, SP",SP,False,False,,,,,,,,New Lead,Ragi Medical,"R. Alfredo da Costa Figo, 790 - Fazenda Santa Cândida, Campinas - SP, 13087-534, Brazil",55 19 3368-7434,Google Places Advanced,1.0,1.0,0.0,Pending,comercial@ragimedical.com.br,"[{""name"": ""Conselho Diretor"", ""title"": ""Diretor"", ""confidence"": ""high""}, {""name"": ""Organização Pan"", ""title"": ""Diretor"", ""confidence"": ""high""}, {""name"": ""Americana da Saúde"", ""title"": ""Diretor"", ""confidence"": ""high""}]",,80
Rastek Soluções em TI,https://www.rasteksolucoes.com.br/,8.0,comercial@www.rasteksolucoes.com.br,Security Awareness Officer (Sócio),0,0,"Porto Alegre, RS",RS,False,False,,,,,,,,New Lead,Rastek Soluções em TI,"Largo Visc. do Cairú, 17 - 8º andar - Centro Histórico, Porto Alegre - RS, 90030-110, Brazil",55 51 3398-2008,Google Places Advanced,1.0,1.0,0.0,Pending,,"[{""name"": ""Sócio e Coordenador"", ""title"": ""Sócio"", ""confidence"": ""high""}, {""name"": ""Suporte Técnico"", ""title"": ""Sócio"", ""confidence"": ""high""}, {""name"": ""Sócio e Especialista"", ""title"": ""Sócio"", ""confidence"": ""high""}, {""name"": ""Sócio Fundador"", ""title"": ""Sócio"", ""confidence"": ""high""}, {""name"": ""Security Awareness Officer"", ""title"": ""Sócio"", ""confidence"": ""high""}]",,80
